filer_cpf_id,year,total_expenditure
15787,2025,180.0
15787,2026,808.91
15791,2024,22.17
15796,2023,8556.02
15796,2024,1255.72
15796,2025,11.0
15797,2023,9267.12
15797,2024,23241.2
15797,2025,28810.64
15797,2026,17989.32
15799,2023,14508.76
15799,2024,23633.44
15799,2025,35451.9
15799,2026,19942.83
15805,2023,10.0
15805,2026,3.0
15806,2023,7706.04
15806,2024,185954.99
15806,2025,33599.51
15807,2023,7074.89
15807,2024,7218.53
15807,2025,7335.26
15807,2026,7314.7
15809,2023,7465.48
15809,2024,5549.73
15809,2025,6011.48
15809,2026,14938.31
15814,2023,11778.25
15814,2024,34168.8
15814,2025,15177.55
15814,2026,16801.02
15815,2023,10742.43
15815,2024,3308.45
15815,2026,1131.24
15820,2023,5016.06
15820,2024,8638.2
15820,2025,2961.4
15820,2026,12773.53
15821,2023,18272.07
15821,2024,13449.55
15821,2025,14571.34
15821,2026,13772.88
15822,2024,121844.66
15822,2025,5387.41
15829,2023,19020.03
15829,2024,16720.75
15829,2025,21371.94
15829,2026,14668.97
15830,2023,31891.07
15830,2024,28959.96
15830,2025,27651.49
15830,2026,4018.79
15838,2023,29175.64
15838,2024,35773.06
15838,2025,39405.81
15838,2026,32163.89
15839,2023,11879.91
15839,2024,17508.83
15839,2025,16763.38
15839,2026,283102.51
15850,2023,94.38
15850,2024,7083.53
15850,2025,481.5
15850,2026,405.64
15865,2023,130308.31
15865,2024,137305.41
15865,2025,146242.95
15865,2026,93158.33
15875,2023,363.17
15875,2025,5.0
15877,2023,77833.88
15877,2024,49709.63
15877,2025,35571.55
15877,2026,28094.05
15879,2023,25.0
15879,2024,446.29
15879,2025,30.0
15886,2023,331.53
15887,2023,8991.27
15887,2025,6567.22
15888,2023,21.49
15888,2024,13741.21
15888,2025,710.92
15888,2026,5.0
15901,2023,11519.22
15901,2024,14313.95
15901,2025,9140.25
15901,2026,5263.75
15904,2023,12021.1
15904,2024,7778.88
15904,2025,8773.8
15904,2026,10504.69
15906,2023,163.96
15906,2024,15951.8
15906,2025,6.0
15906,2026,21.0
15911,2024,20717.83
15911,2025,730.96
15911,2026,8603.24
15924,2023,475.0
15924,2024,2650.0
15924,2025,780.0
15924,2026,700.0
15929,2025,6950.0
15930,2023,24917.21
15930,2024,29186.2
15930,2025,48168.89
15930,2026,20863.75
15931,2023,296474.61
15931,2024,867464.49
15931,2025,756872.19
15931,2026,691746.54
15934,2023,100533.52
15934,2024,126968.3
15934,2025,106635.07
15934,2026,77273.92
15938,2023,91973.88
15938,2024,110.0
15938,2025,36.68
15942,2023,160.0
15942,2024,430.0
15946,2023,15768.2
15946,2024,5288.89
15946,2025,10761.3
15946,2026,4575.92
15947,2023,180.0
15947,2024,180.0
15947,2025,3810.8
15947,2026,120.0
15952,2023,3480.97
15952,2024,260.0
15952,2025,800.0
15952,2026,1357.0
15954,2025,1000.0
15956,2023,42.58
15958,2023,1052.15
15958,2024,538.83
15958,2025,93353.24
15958,2026,6555.81
15960,2023,2783.8
15968,2023,479.43
15971,2023,9051.35
15971,2024,2613.57
15971,2025,2337.99
15971,2026,1456.92
15973,2023,7259.3
15973,2024,23602.04
15973,2025,5796.64
15973,2026,1840.35
15974,2023,6.36
15975,2023,1286.0
15975,2024,267.85
15975,2025,10909.47
15976,2023,33867.81
15976,2024,43680.32
15976,2025,39126.65
15976,2026,20592.38
15977,2023,9611.36
15977,2024,675.0
15978,2023,2925.0
15978,2024,2344.0
15978,2025,2030.0
15978,2026,506.23
15981,2023,6876.46
15981,2024,819.5
15981,2025,375.0
15981,2026,1804.0
15982,2023,3441.82
15982,2024,15478.64
15982,2025,4880.75
15982,2026,1386.62
15984,2023,520.75
15984,2024,225.0
15984,2025,240.0
15985,2026,6717.79
15986,2023,7931.33
15986,2024,3275.11
15986,2025,12351.92
15986,2026,3005.0
15989,2023,16649.61
15989,2024,1183.63
15989,2025,8821.27
15989,2026,802.44
15990,2025,2.52
15994,2023,2358.39
15994,2024,1005.5
15994,2025,1137.11
15994,2026,619.04
15995,2023,11624.03
15996,2023,253.0
15996,2024,1000.0
15996,2025,25.0
15996,2026,40.0
15998,2023,6785.16
15998,2024,224.7
15998,2025,4466.59
15998,2026,81408.03
15999,2023,1550.0
15999,2024,2760.31
16002,2023,112944.9
16002,2024,70465.29
16002,2025,142853.06
16002,2026,1015.38
16007,2023,10347.27
16007,2024,2330.23
16008,2023,9484.71
16008,2025,900.0
16008,2026,100.0
16009,2023,4988.93
16009,2024,6102.91
16009,2025,539.35
16009,2026,4224.36
16013,2024,547.0
16013,2025,3635.88
16013,2026,96.6
16015,2023,6462.42
16015,2024,2369.15
16015,2025,4048.86
16015,2026,490.0
16016,2023,1977.95
16016,2024,12444.92
16016,2025,107486.98
16016,2026,5968.39
16017,2023,689.02
16017,2026,49143.87
16019,2024,78209.57
16019,2025,2266.33
16019,2026,202.42
16020,2023,4933.48
16020,2024,381.31
16022,2024,58878.08
16022,2025,5611.38
16022,2026,1558.27
16023,2023,96.05
16023,2024,99519.46
16023,2025,5568.57
16023,2026,3304.89
16026,2023,359.88
16026,2024,359.88
16027,2023,5948.69
16029,2024,86.0
16030,2023,338.4
16030,2024,1160.6
16030,2025,5624.0
16033,2023,33279.76
16033,2024,30924.29
16033,2025,38629.17
16033,2026,52761.01
16045,2023,34527.4
16045,2024,9237.17
16045,2025,17115.51
16045,2026,15767.93
16049,2024,145.0
16049,2025,335.0
16049,2026,335.0
16056,2023,9161.0
16056,2024,1591.84
16061,2023,12786.0
16061,2024,7608.25
16061,2025,7337.0
16061,2026,2853.0
16063,2024,11466.78
16063,2025,1401.02
16063,2026,120.0
16067,2023,18207.99
16067,2026,131.51
16068,2023,6270.0
16068,2024,62932.66
16069,2023,27.83
16072,2023,40.0
16076,2023,400.0
16076,2024,100.0
16076,2026,134.0
16078,2023,3890.58
16078,2024,2635.0
16078,2025,2105.0
16078,2026,3297.46
16079,2023,1903.21
16083,2023,44993.26
16083,2024,300.0
16083,2025,300.0
16083,2026,200.0
16085,2023,71048.14
16085,2024,24274.77
16085,2025,58427.2
16085,2026,983.37
16086,2023,295.45
16087,2023,8631.01
16093,2023,16102.0
16093,2024,12796.62
16093,2025,41782.89
16093,2026,13235.0
16095,2023,16371.64
16095,2024,9374.26
16095,2025,3681.38
16096,2023,2149.33
16096,2024,115.52
16102,2023,4176.93
16102,2024,5685.0
16102,2025,13368.36
16102,2026,5414.67
16107,2023,9114.84
16107,2024,7036.08
16107,2025,59562.85
16107,2026,19289.55
16113,2023,1426.74
16113,2024,70.16
16122,2023,1128.82
16123,2023,5.0
16124,2024,26.8
16125,2023,1742.18
16125,2024,761.95
16125,2025,332.82
16134,2023,519.1
16134,2024,516.25
16138,2023,50384.09
16138,2024,30259.47
16138,2025,45316.83
16138,2026,118.98
16141,2023,35316.78
16141,2024,2927.61
16141,2025,424.36
16141,2026,366.72
16145,2023,5170.3
16145,2024,2155.0
16145,2025,3638.03
16145,2026,1063.4
16146,2023,25391.62
16146,2024,34147.9
16146,2025,23310.35
16146,2026,4185.16
16149,2025,306.0
16149,2026,124.0
16152,2023,5352.45
16152,2024,634.79
16152,2025,5156.38
16152,2026,814.31
16153,2023,11177.14
16153,2024,10.0
16153,2025,6648.09
16153,2026,1000.0
16157,2023,4383.49
16157,2024,3333.76
16157,2025,8424.71
16157,2026,1330.54
16159,2023,217.17
16159,2024,618.96
16159,2025,150.0
16159,2026,446.0
16164,2023,256.11
16165,2025,84.8
16165,2026,129.94
16166,2023,22307.45
16166,2024,66630.6
16166,2025,24730.64
16166,2026,12155.85
16171,2024,67.31
16173,2023,3.78
16174,2023,299.63
16174,2024,174.85
16178,2025,1844.2
16188,2024,337.31
16188,2025,15466.32
16188,2026,30.0
16191,2023,16152.65
16191,2024,865.03
16191,2025,12539.47
16191,2026,365.56
16193,2023,2522.32
16193,2025,3644.36
16195,2023,479.0
16195,2024,14067.58
16195,2025,158102.21
16195,2026,23499.7
16199,2023,394.05
16199,2024,18.0
16203,2023,9827.02
16203,2024,117224.9
16203,2025,59320.39
16203,2026,4192.65
16210,2023,100.0
16222,2023,485.5
16222,2024,169.5
16224,2023,1750.0
16226,2023,0.64
16235,2023,8862.63
16235,2024,9385.44
16235,2025,9915.64
16235,2026,36217.57
16239,2023,63.72
16239,2024,40.0
16239,2025,357.85
16239,2026,1200.67
16243,2025,71413.15
16243,2026,2124.22
16252,2023,9503.16
16266,2023,40128.33
16266,2024,1329.34
16266,2025,166.5
16266,2026,330.0
16269,2024,33486.2
16283,2023,238.0
16283,2024,149.0
16283,2025,6.0
16288,2023,40.0
16288,2024,1251.6
16291,2023,3912.61
16291,2024,8133.92
16291,2025,6156.42
16291,2026,2849.23
16293,2023,10959.19
16293,2024,14109.93
16293,2025,14653.72
16293,2026,10424.65
16298,2023,10580.05
16298,2024,4077.54
16298,2025,722.39
16298,2026,1265.4
16299,2023,95.98
16300,2023,115094.44
16300,2024,286180.37
16300,2025,109954.24
16300,2026,80665.16
16302,2023,241.14
16302,2024,100.0
16302,2025,302.97
16302,2026,292.97
16304,2023,4250.72
16304,2024,52922.46
16304,2025,1121.52
16304,2026,112.64
16311,2023,2951.45
16311,2025,15.0
16311,2026,5.0
16314,2023,87642.36
16314,2024,132316.54
16314,2025,108039.42
16314,2026,73998.47
16317,2023,40155.9
16317,2024,72480.3
16317,2025,44213.83
16317,2026,25357.36
16321,2023,4115.97
16321,2024,6304.34
16321,2025,5373.99
16321,2026,474.72
16324,2023,39900.84
16324,2024,47416.2
16324,2025,36127.97
16324,2026,21596.64
16341,2023,1614.62
16341,2024,2908.84
16341,2025,44637.2
16341,2026,1745.88
16349,2023,39728.89
16349,2024,98.99
16360,2023,10811.26
16360,2024,5392.95
16360,2025,3184.15
16360,2026,8113.5
16366,2023,3710.1
16366,2024,29015.66
16366,2025,2171.64
16366,2026,6034.9
16369,2023,5061.28
16369,2024,421.8
16369,2025,125.0
16369,2026,135.0
16370,2023,3031.09
16370,2024,2627.09
16370,2025,3518.75
16370,2026,2921.71
16372,2023,6107.64
16372,2024,5789.02
16372,2025,6029.56
16372,2026,2630.54
16376,2023,2100.0
16376,2025,17.47
16378,2025,51925.32
16378,2026,450.0
16381,2023,449.19
16382,2023,134.85
16387,2024,475.0
16391,2023,10957.8
16391,2024,107.2
16391,2025,40.0
16391,2026,40.0
16394,2023,175.0
16394,2024,100.0
16394,2025,102.0
16407,2023,29367.5
16407,2024,448179.12
16407,2025,55144.07
16407,2026,29080.47
16408,2023,14265.76
16408,2024,16408.91
16408,2025,40196.84
16408,2026,11286.67
16410,2026,72890.01
16411,2023,12.0
16411,2024,6.0
16411,2025,14.0
16411,2026,35.0
16415,2023,713.84
16417,2023,13485.2
16417,2024,4974.96
16417,2025,8269.01
16417,2026,5837.42
16423,2024,733.33
16423,2025,95.0
16423,2026,456.95
16437,2024,4.78
16441,2023,20365.13
16441,2024,128783.98
16441,2025,10359.14
16441,2026,84603.79
16445,2023,60.0
16445,2024,4367.0
16445,2025,279.86
16458,2024,42372.04
16458,2025,1675.03
16458,2026,12742.3
16459,2023,3093.15
16459,2024,1125.49
16459,2025,92.34
16472,2024,16890.01
16472,2025,621.99
16503,2023,210.0
16503,2025,102585.53
16503,2026,950.0
16505,2023,32939.24
16505,2024,57982.04
16505,2025,6725.77
16505,2026,2879.69
16509,2026,391.88
16513,2023,3291.91
16513,2024,2031.96
16513,2025,1375.63
16513,2026,3445.84
16516,2023,1248.81
16519,2023,33285.16
16519,2024,4537.95
16519,2025,75323.05
16519,2026,1980.0
16521,2023,1176.73
16521,2024,1165.62
16521,2025,1168.97
16521,2026,918.08
16524,2023,444.56
16526,2023,619.65
16530,2023,986.54
16530,2024,1232.95
16530,2025,2503.52
16536,2023,23552.3
16536,2024,2651.08
16536,2025,21545.36
16536,2026,32507.45
16537,2023,3000.0
16537,2024,250.0
16538,2023,429.4
16538,2024,439.19
16538,2025,82.86
16539,2023,116.97
16540,2025,1500.65
16543,2023,1218.46
16543,2024,2683.61
16543,2025,3226.47
16543,2026,1189.87
16544,2023,784.37
16556,2023,34560.2
16556,2024,6519.45
16556,2025,43455.29
16556,2026,2323.12
16559,2024,1851.95
16562,2023,920.13
16566,2023,360.36
16566,2024,221.76
16567,2025,1188.92
16570,2023,2086.33
16570,2024,1604.17
16570,2025,2966.87
16570,2026,3948.26
16571,2023,22882.41
16571,2024,1268.19
16571,2025,543.25
16571,2026,238.0
16572,2023,12442.53
16572,2024,937.74
16572,2025,499.25
16576,2023,110243.75
16576,2024,18621.34
16576,2025,19580.0
16576,2026,1583.64
16580,2023,100.0
16583,2023,53.91
16592,2023,11645.88
16592,2024,15882.36
16592,2025,17048.36
16592,2026,8815.94
16595,2023,200.0
16598,2023,142.28
16601,2023,62201.4
16601,2024,771.68
16602,2023,1686.92
16602,2024,1270.24
16602,2025,782.05
16602,2026,905.2
16605,2023,43.28
16605,2024,50.0
16605,2025,60.0
16605,2026,40.0
16607,2023,96.0
16607,2024,24.0
16610,2025,26973.02
16610,2026,200.12
16613,2023,11166.27
16613,2024,1077.44
16613,2025,7611.62
16613,2026,301.0
16615,2025,10145.4
16618,2023,1923.82
16618,2024,5105.93
16618,2025,1764.83
16618,2026,44552.77
16625,2023,23016.23
16625,2024,38230.66
16625,2025,20521.32
16625,2026,17846.48
16632,2023,187.5
16632,2025,187.5
16632,2026,281.25
16633,2025,702.9
16638,2024,632.88
16653,2023,3426.91
16653,2024,10041.75
16653,2025,8389.15
16653,2026,9323.76
16658,2023,61.9
16660,2024,2167.35
16662,2023,13769.88
16662,2024,5705.19
16662,2025,2062.2
16662,2026,776.39
16664,2023,5171.2
16664,2024,941.19
16664,2025,6636.18
16664,2026,3160.0
16666,2023,160.0
16668,2023,164.37
16668,2024,65530.55
16668,2025,3728.48
16676,2023,4199.55
16677,2023,2560.0
16677,2024,5093.73
16682,2024,3500.0
16682,2026,5433.89
16684,2025,40975.0
16687,2023,412.5
16687,2025,12170.9
16687,2026,250.0
16694,2023,16637.08
16696,2023,36824.82
16696,2024,113331.41
16696,2025,16767.32
16696,2026,36947.43
16699,2023,11289.14
16699,2024,35.0
16699,2025,15.0
16699,2026,4.3
16707,2025,3258.8
16711,2023,200.0
16711,2024,10.0
16720,2023,35.17
16726,2023,295.45
16726,2024,556.06
16726,2025,4203.62
16726,2026,225.28
16733,2023,2094.39
16733,2024,56810.54
16733,2025,10909.4
16733,2026,28442.19
16737,2023,9857.19
16739,2023,5801.42
16739,2024,297.81
16739,2025,1040.57
16742,2023,34305.63
16742,2024,40641.99
16742,2025,22170.96
16742,2026,14762.51
16747,2023,18422.02
16747,2024,364.6
16747,2025,10174.53
16747,2026,6395.6
16756,2023,2388.4
16764,2023,116.98
16764,2024,18.48
16766,2023,22671.16
16766,2024,3787.03
16766,2025,319.59
16766,2026,1383.8
16769,2023,147.82
16778,2023,600.85
16778,2024,20.0
16778,2025,60.0
16778,2026,40.0
16779,2023,3127.97
16779,2024,384.0
16779,2025,379.26
16785,2023,3057.3
16785,2024,6561.45
16785,2025,517.28
16785,2026,339.49
16796,2025,17669.51
16799,2023,2281.75
16799,2025,2434.34
16799,2026,1993.87
16801,2025,2431.75
16801,2026,68.25
16802,2023,1816.77
16802,2024,1220.23
16802,2025,14570.95
16807,2023,2201.2
16813,2025,740.69
16813,2026,100.0
16816,2023,6343.22
16816,2024,125.0
16816,2025,233.77
16818,2023,707.93
16831,2023,36134.03
16831,2026,250.0
16835,2023,225386.61
16835,2024,86832.67
16835,2025,197092.12
16835,2026,141506.56
16836,2023,41.93
16836,2024,75.5
16836,2025,2800.42
16836,2026,27.95
16837,2026,745.79
16838,2023,9012.31
16838,2024,19063.11
16838,2025,27711.54
16838,2026,20047.62
16839,2023,1704.45
16839,2024,1665.75
16839,2025,3884.99
16839,2026,500.0
16853,2023,3519.39
16853,2024,16507.65
16853,2025,3530.72
16853,2026,3986.14
16856,2023,426.93
16862,2023,935.04
16862,2024,200.0
16864,2023,18.07
16867,2023,3731.14
16867,2024,4962.49
16867,2025,4352.31
16867,2026,2531.09
16872,2023,3214.65
16876,2023,200.0
16876,2025,100.0
16878,2023,4338.5
16878,2024,25339.21
16878,2025,3744.49
16878,2026,3454.87
16879,2023,25.0
16883,2023,62185.05
16883,2024,75697.34
16883,2025,26564.51
16883,2026,14415.67
16884,2023,10775.23
16889,2023,11488.14
16889,2024,37775.77
16889,2025,295.4
16891,2023,37634.32
16891,2024,38078.22
16891,2025,238473.87
16891,2026,9554.46
16893,2023,31284.18
16893,2024,101633.0
16893,2025,32835.77
16893,2026,27158.04
16894,2023,15813.35
16897,2023,355.5
16897,2025,90.7
16901,2024,11682.21
16901,2025,586.1
16901,2026,379.69
16905,2023,24847.83
16905,2024,22569.89
16905,2025,28378.09
16905,2026,15640.55
16908,2023,5490.85
16916,2023,26228.36
16916,2025,3133.44
16916,2026,12295.64
16919,2023,4234.93
16919,2024,1054.61
16919,2025,71.0
16919,2026,64.0
16927,2023,2390.46
16927,2024,1569.65
16927,2025,1995.8
16927,2026,2404.56
16929,2023,2144.45
16929,2024,1776.58
16929,2025,444.75
16930,2023,7690.51
16930,2024,20551.01
16930,2025,3486.72
16930,2026,222.27
16939,2023,30.0
16942,2023,17460.33
16942,2024,20217.44
16942,2025,28744.17
16942,2026,12505.37
16946,2023,50.0
16946,2024,587.0
16946,2025,531.73
16946,2026,10171.17
16957,2023,3791.49
16957,2024,10083.51
16957,2025,4765.92
16957,2026,66856.18
16962,2023,15624.64
16962,2024,22826.86
16962,2025,23383.6
16962,2026,65046.84
16963,2023,830.31
16963,2025,800.0
16963,2026,53291.27
16967,2023,20471.42
16967,2024,21857.54
16967,2025,26304.52
16967,2026,20273.19
16971,2023,20888.65
16971,2024,24379.66
16971,2025,29702.47
16971,2026,11944.91
16978,2026,82527.88
16979,2026,8204.0
16980,2023,4898.32
16980,2024,10087.27
16980,2025,6400.98
16980,2026,3886.68
16987,2023,60274.39
16987,2024,123157.93
16987,2025,106620.81
16987,2026,76016.46
16990,2025,2237.91
16991,2023,964.87
16995,2023,229.0
16995,2025,300.99
16997,2023,10544.45
17001,2023,1750.64
17001,2024,5236.24
17001,2025,104595.46
17001,2026,952.97
17003,2023,7494.61
17003,2024,13324.97
17003,2025,35429.81
17003,2026,4363.82
17008,2023,2315.0
17008,2024,32344.23
17008,2025,1767.0
17008,2026,442.0
17016,2023,11702.26
17016,2024,56803.55
17016,2025,25682.05
17016,2026,28084.83
17028,2023,70825.2
17028,2024,61504.12
17028,2025,59125.47
17028,2026,47616.82
17034,2023,12.75
17034,2024,12.75
17034,2025,94.23
17034,2026,25.0
17039,2023,28104.76
17039,2024,39689.56
17039,2025,27657.98
17039,2026,18737.13
17040,2023,55.96
17042,2024,5027.0
17042,2025,73.0
17043,2023,920.0
17043,2024,15186.41
17043,2025,2192.79
17043,2026,757.0
17050,2024,903.1
17050,2026,6.0
17051,2023,29.9
17061,2023,30.0
17065,2025,3079.18
17065,2026,702.14
17077,2023,76.5
17077,2024,100.0
17077,2025,1722.25
17077,2026,743.25
17089,2025,2969.5
17092,2023,178152.51
17092,2024,67364.3
17092,2025,175023.22
17092,2026,43913.47
17099,2023,20461.41
17099,2024,1092.46
17099,2025,18920.93
17099,2026,2039.88
17101,2025,1664.52
17105,2023,55272.85
17105,2024,7164.75
17105,2025,904.89
17107,2023,16639.61
17111,2023,39294.32
17111,2024,18613.5
17111,2025,36173.43
17111,2026,12267.14
17118,2023,61730.37
17118,2024,126956.59
17118,2025,109851.86
17118,2026,68552.53
17119,2023,76382.6
17119,2024,44207.45
17119,2025,36685.82
17119,2026,10215.19
17123,2023,1649.22
17123,2024,39.49
17123,2025,9610.86
17123,2026,77.37
17124,2023,26084.7
17124,2024,225.0
17125,2025,5435.29
17125,2026,43.6
17126,2023,28853.26
17126,2024,810.52
17126,2025,28518.98
17126,2026,885.34
17128,2023,5370.99
17128,2024,6249.84
17128,2025,6699.19
17128,2026,5945.08
17130,2023,607.71
17132,2023,16431.71
17132,2024,735.88
17132,2025,2012.86
17141,2023,37845.36
17141,2024,1514.22
17141,2025,25159.06
17141,2026,3.0
17143,2023,3708.18
17143,2024,3580.86
17143,2025,3773.98
17143,2026,2318.05
17146,2023,30507.0
17146,2024,1047.01
17146,2025,37034.21
17146,2026,978.79
17154,2023,213.43
17157,2023,2726.26
17157,2024,315.0
17157,2025,6146.67
17157,2026,1403.0
17162,2023,3775.43
17162,2024,6850.1
17162,2025,5641.94
17162,2026,2885.07
17163,2023,69631.62
17163,2024,1851.68
17163,2025,770.75
17163,2026,491.76
17164,2023,15031.09
17164,2024,3389.86
17164,2025,2401.61
17164,2026,1492.19
17166,2023,3873.88
17166,2024,273.93
17166,2025,170.0
17166,2026,80.0
17168,2023,31189.56
17168,2024,97594.33
17168,2025,6367.1
17168,2026,18284.89
17173,2023,70513.82
17173,2024,3442.52
17173,2025,6792.49
17173,2026,1373.35
17174,2023,3484.08
17174,2024,1137.7
17177,2023,10631.24
17177,2024,866.64
17180,2023,3435.98
17180,2024,22933.82
17180,2025,8416.72
17180,2026,86.97
17181,2023,10.0
17181,2024,15.0
17185,2023,10864.49
17185,2024,1899.6
17185,2025,3215.51
17185,2026,2400.78
17188,2024,36243.18
17188,2025,425.35
17191,2023,27492.45
17191,2024,367.4
17191,2025,358.58
17191,2026,119.58
17192,2023,45923.12
17192,2024,2731.63
17192,2025,2704.68
17192,2026,3422.03
17199,2023,8862.56
17199,2024,187.17
17199,2025,200.0
17199,2026,100.0
17203,2023,665.91
17203,2024,105.24
17206,2023,34255.08
17206,2024,22268.82
17206,2025,47863.54
17206,2026,189946.66
17207,2023,306426.59
17207,2024,167129.93
17207,2025,125222.6
17207,2026,20226.3
17208,2023,22705.75
17208,2024,20788.93
17208,2025,10531.41
17208,2026,14961.45
17210,2023,2129.07
17211,2023,38010.05
17211,2024,19937.5
17212,2023,10104.06
17212,2024,101.34
17215,2025,8403.25
17215,2026,111.0
17226,2023,17448.0
17226,2024,1256.86
17226,2025,3847.85
17226,2026,495.57
17233,2025,103.0
17233,2026,103.0
17245,2023,241.61
17248,2023,1785.05
17248,2024,3912.54
17248,2025,2322.93
17248,2026,2062.0
17252,2023,606.93
17252,2024,806.95
17253,2024,49959.25
17253,2025,242.03
17254,2023,563.52
17254,2025,390.0
17259,2023,29053.32
17259,2024,3283.16
17259,2025,39760.14
17259,2026,1035.92
17260,2023,4173.62
17269,2023,6743.13
17269,2025,193.69
17269,2026,5034.58
17276,2023,21036.06
17276,2024,1862.35
17276,2025,1719.8
17276,2026,647.2
17284,2023,45.99
17285,2024,63203.25
17285,2025,120.0
17285,2026,80.0
17288,2023,22435.34
17288,2024,3288.52
17288,2025,27229.44
17288,2026,1500.53
17289,2023,16226.61
17289,2024,761.12
17289,2025,10482.57
17289,2026,730.79
17291,2023,1395.69
17291,2025,1449.23
17297,2023,9479.84
17297,2024,762.71
17297,2025,12844.32
17297,2026,14924.78
17306,2023,4276.67
17306,2025,1914.45
17309,2023,323.0
17315,2025,4571.19
17315,2026,476.07
17320,2023,142.29
17321,2023,751.81
17329,2023,4653.48
17329,2025,7799.8
17329,2026,90.0
17340,2023,6243.0
17340,2024,1798.12
17340,2025,10356.1
17340,2026,58.64
17343,2025,135.65
17345,2023,20.0
17345,2024,60.0
17345,2025,15.0
17347,2023,2541.46
17347,2025,30.58
17352,2023,580.97
17352,2024,157.71
17352,2025,223.24
17352,2026,125.0
17360,2023,11608.12
17360,2024,86.72
17360,2025,171.0
17360,2026,65.0
17361,2023,1350.59
17361,2024,22.17
17361,2025,55.0
17369,2023,2074.43
17377,2023,38.79
17377,2025,65.0
17377,2026,40.0
17381,2023,923.4
17381,2024,15.0
17383,2023,551.08
17384,2023,8726.15
17384,2024,280.26
17384,2025,953.25
17384,2026,1044.48
17385,2024,36979.29
17385,2025,39400.23
17385,2026,2590.43
17387,2023,50.56
17390,2024,103237.79
17390,2025,470.58
17390,2026,44.38
17394,2023,10557.59
17394,2024,66396.62
17394,2025,23557.08
17394,2026,13370.7
17401,2023,214.87
17401,2024,77370.61
17401,2025,13352.04
17401,2026,10804.09
17403,2023,22746.02
17403,2024,5956.3
17403,2025,37317.73
17403,2026,13631.17
17405,2023,2175.0
17408,2023,27828.84
17408,2024,16546.51
17408,2025,28585.43
17408,2026,224445.58
17409,2023,65.0
17409,2024,60.0
17409,2025,40.0
17409,2026,10.0
17410,2023,87.12
17413,2023,389.1
17413,2024,6674.24
17413,2025,11745.0
17413,2026,6524.68
17415,2024,63338.45
17415,2025,212.5
17415,2026,1944.05
17416,2023,35.55
17416,2024,1512.48
17418,2023,6132.54
17418,2024,31652.03
17418,2025,10951.47
17418,2026,9396.88
17420,2026,6.0
17425,2024,129719.55
17425,2025,18334.54
17425,2026,7840.32
17429,2023,1521.72
17429,2024,1521.72
17431,2023,1877.58
17431,2024,123.42
17436,2023,3344.03
17436,2024,54726.02
17436,2025,7268.48
17436,2026,210741.29
17437,2023,15.0
17437,2024,57836.35
17437,2025,3040.46
17437,2026,8718.28
17439,2023,16740.89
17439,2024,26683.11
17439,2025,20180.35
17439,2026,12082.54
17446,2023,25.0
17446,2024,614.57
17452,2023,18359.13
17452,2024,96.06
17453,2024,572.33
17455,2023,1871.59
17455,2024,3600.06
17455,2025,3571.24
17455,2026,3084.85
17457,2023,40311.44
17457,2024,102580.11
17457,2025,66551.58
17457,2026,24535.12
17460,2023,350.0
17460,2025,15.0
17460,2026,195.73
17462,2023,727.56
17463,2024,938.39
17465,2023,1766.44
17465,2024,1102.77
17465,2025,540.51
17465,2026,15.81
17468,2023,5838.71
17472,2023,152.75
17472,2024,203.75
17472,2025,50.0
17472,2026,40.0
17473,2023,100.0
17474,2023,22307.93
17474,2024,32664.02
17474,2025,29572.83
17474,2026,21121.04
17475,2023,116.07
17475,2026,357.8
17478,2023,21400.53
17478,2024,43600.06
17478,2025,48116.85
17478,2026,35504.0
17482,2023,60.0
17482,2024,30.0
17482,2025,35.0
17482,2026,40.0
17483,2023,16837.18
17483,2024,26472.98
17483,2025,25234.99
17483,2026,13949.49
17485,2023,134.5
17488,2023,17391.22
17488,2024,29379.29
17488,2025,37295.13
17488,2026,22644.79
17491,2023,9323.23
17491,2024,42384.83
17491,2025,10565.04
17491,2026,5984.43
17494,2024,814.99
17494,2025,962.5
17494,2026,456.25
17496,2023,21386.21
17496,2024,1633.37
17496,2025,16521.22
17496,2026,579.65
17498,2024,201.36
17499,2023,6196.74
17499,2024,4734.41
17499,2025,68288.0
17499,2026,117202.76
17501,2023,309.0
17501,2024,238.61
17502,2023,120.0
17502,2024,20.0
17503,2023,1950.0
17509,2023,32206.6
17509,2024,76518.98
17509,2025,43930.17
17509,2026,21632.79
17511,2023,13783.42
17511,2024,9849.99
17511,2025,9339.16
17511,2026,64947.91
17513,2023,110.23
17515,2023,180.0
17515,2024,180.0
17515,2025,4009.13
17520,2023,28251.78
17520,2024,1990.09
17520,2025,851.46
17520,2026,419.71
17522,2024,2161.33
17522,2025,12.65
17524,2023,15197.94
17524,2024,409.33
17524,2026,20.0
17528,2023,48.3
17528,2024,15240.13
17529,2023,400.0
17529,2024,100.0
17529,2025,100.0
17532,2024,20.0
17532,2025,5.0
17540,2023,314.08
17540,2024,5.62
17540,2026,141.0
17546,2023,1424.78
17547,2023,5412.82
17550,2023,68648.17
17550,2024,65215.72
17550,2025,130319.78
17550,2026,55050.97
17554,2026,33170.12
17555,2023,42944.42
17555,2024,1714.25
17557,2026,12.0
17567,2023,35.0
17569,2023,87927.97
17569,2024,45425.96
17569,2025,734.89
17569,2026,95.0
17570,2023,15.0
17571,2023,8745.13
17571,2024,1382.7
17571,2025,6626.86
17571,2026,2907.09
17572,2023,120.0
