cmte_id,total_amount,total_count
C00012229,1780821.22,1000
C00012401,9173.14,25
C00012468,300.0,20
C00012476,4639.62,3
C00012914,22992.94,53
C00013128,11088.44,9
C00013342,155007.74,28
C00013748,118941.88,236
C00014092,10914.77,106
C00014498,8183675.94,1018
C00014555,2452.45,14
C00015552,2376.06,24
C00015594,22044.71,30
C00016444,45098.16,69
C00016683,219.16,24
C00016899,900283.49,167
C00017194,5809.0,6
C00017244,1100.0,3
C00018036,202.0,3
C00018135,45.0,3
C00018929,205567.52,471
C00019083,895.6,8
C00019331,983237.4,599
C00019380,103465.32,40
C00020453,14646.08,40
C00020818,162042.81,174
C00021121,1941559.68,116
C00021295,536.26,2
C00022343,55203.67,44
C00022368,5331.41,23
C00023028,3852.76,38
C00023580,675543.29,112
C00023838,261466.93,368
C00024372,219854.83,347
C00024521,253083.8,103
C00024679,184601.12,357
C00024752,2319.19,1
C00024869,9771.52,26
C00024968,70625.15,120
C00025254,3744362.49,2121
C00025379,30245.0,39
C00025536,5488.13,24
C00027359,1503.54,4
C00027466,131538939.19,8295
C00029348,2507.82,54
C00029447,564523.21,239
C00029504,211128.22,27
C00030718,1479268.9,58
C00030734,71.25,4
C00030809,25626.71,103
C00031054,1279517.97,918
C00031088,1221088.68,1095
C00032334,83261.98,107
C00032979,180430.95,72
C00032995,49796.43,54
C00033134,6053138.78,1976
C00033589,349.5,4
C00033779,7251.84,57
C00034033,383398.43,194
C00034066,37624.87,63
C00034132,90.0,6
C00034157,238.0,4
C00034256,547.0,1
C00034470,4126.62,59
C00034488,1954.74,12
C00034595,-100.0,1
C00034645,14614.78,30
C00034678,80.0,4
C00034785,10492.01,66
C00035451,122118.92,114
C00035519,202.0,10
C00035535,4154.07,24
C00035600,1160270.51,479
C00035618,209362.27,290
C00035675,1344.29,9
C00035691,-45.0,1
C00037606,287.06,1
C00038505,4226349.29,4391
C00038604,11226.64,49
C00039040,1529.12,1
C00039214,11376.79,34
C00039321,808.46,15
C00039461,411.36,5
C00039578,67732.86,53
C00040220,1119654.62,546
C00040253,4654.79,50
C00040279,6720.3,23
C00040584,2077.45,20
C00040659,1376.0,2
C00040725,4027.5,24
C00040857,982903.59,4797
C00040949,751.19,5
C00040998,1471538.79,53
C00041160,15219985.55,923
C00041236,53830.68,168
C00041269,2233837.11,1685
C00041566,5116.71,330
C00041590,4080.21,53
C00041954,5392.3,8
C00042002,1.05,1
C00042069,339.25,10
C00042366,123355049.15,9023
C00042622,127580.43,47
C00043059,6399.51,17
C00043091,29568.37,46
C00043919,6200.0,2
C00044776,308243.75,302
C00044842,995034.93,460
C00044990,358005.24,299
C00045781,1027.55,17
C00046086,973.8,18
C00046474,24.0,1
C00048702,1025.89,16
C00051979,328.11,4
C00053553,281428.92,343
C00055582,527895.16,689
C00059733,388.9,7
C00059907,10.0,1
C00060103,785.0,15
C00060707,100820.58,87
C00062836,39306.14,22
C00063164,62085.05,26
C00064766,7346.34,40
C00064774,2186.43,7
C00065219,15724.8,36
C00065870,328294.87,50
C00066472,20352.16,267
C00067231,244.13,1
C00068353,583941.8,582
C00068452,128.4,6
C00068692,80.93,1
C00071365,60255.86,24
C00072025,399977.45,1967
C00073056,93742.18,113
C00073627,1646.08,20
C00073791,1497795.02,117
C00074096,882.99,7
C00074393,6750.0,15
C00074450,1720186.89,1030
C00075275,544.1,13
C00075820,140808695.98,7040
C00076299,29946.63,18
C00076810,652.0,9
C00077321,7285.09,24
C00077701,2165.73,8
C00078196,71209.3,123
C00078451,492.86,6
C00078535,1179.03,6
C00079541,84277.26,151
C00079566,6124.6,5
C00079681,7153.02,25
C00080135,177.34,1
C00080515,7.38,1
C00080648,2647.13,26
C00081414,13097.34,10
C00082040,4563.81,71
C00082271,532.07,5
C00082834,8914.03,21
C00082925,993116.13,447
C00083279,1076913.07,80
C00083428,159269.69,232
C00083535,177.0,2
C00083915,599.35,2
C00084061,193.54,8
C00084368,1328502.18,500
C00084475,3312.65,9
C00084491,42784.74,27
C00084871,2337.22,16
C00084954,38225.76,12
C00085506,23898.15,313
C00085910,2748.15,22
C00086355,3485.3,10
C00087874,1476.23,20
C00088591,171861.74,40
C00089086,8037.85,24
C00089136,7090.88,65
C00089243,669753.07,302
C00089458,26596.05,24
C00089482,12891.0,3
C00090357,3390.0,19
C00090415,2256.63,40
C00091561,571600.04,198
C00092247,54901.88,61
C00092957,20499.23,84
C00093963,2582.33,2
C00094573,15335.0,4
C00094581,30.0,1
C00095059,1500.0,1
C00096156,1667364.09,134
C00096412,1276758.44,679
C00097196,2505.0,2
C00097485,1807.09,9
C00097568,2251.18,9
C00097725,580.25,23
C00097865,4663.67,11
C00099259,913362.45,1014
C00099267,804490.66,399
C00100107,1706.85,55
C00100321,5625.0,1
C00100644,44749.73,92
C00100693,5816.31,26
C00101105,728272.68,5
C00101204,1072.4,14
C00101626,2085.87,18
C00101766,1011.4,8
C00102368,93226.78,91
C00102731,5000.0,1
C00103861,2274.44,6
C00103903,8032.0,4
C00103937,1326.8,20
C00104083,50.0,1
C00104299,100.0,4
C00104455,924.0,17
C00104471,70626.68,25
C00104752,22266.06,12
C00104802,702.5,18
C00104901,38553.92,21
C00105080,5867.16,6
C00105338,5940.94,7
C00105668,659972.51,604
C00105973,345020.4,255
C00105981,17528.84,70
C00106146,15669.95,63
C00106435,4846.48,102
C00107136,6258.19,23
C00107235,232436.38,37
C00107771,517.35,4
C00108035,41500.18,45
C00108209,12.0,1
C00108613,349832.62,407
C00109546,624.15,3
C00109595,13093.18,6
C00109678,1629.82,23
C00109819,929.56,39
C00110262,372.81,4
C00110478,1952.73,21
C00110577,120.0,1
C00110585,3023.86,14
C00111237,3400.0,2
C00111278,46839.44,93
C00111302,382.88,6
C00111476,46065.41,125
C00111534,284.0,6
C00111559,330.0,11
C00111880,16735.24,1
C00112763,792.43,16
C00112995,693.0,2
C00113019,199039.79,52
C00113225,26466.37,17
C00113241,62194.95,119
C00113803,17833.91,103
C00113811,90000.0,3
C00113845,674.42,5
C00114025,45362.35,26
C00114108,17571.38,27
C00114132,1886.78,23
C00114314,88.0,2
C00114439,554813.07,569
C00114694,4356.88,31
C00114702,29750.0,2
C00115527,66233.13,67
C00116020,-100.0,1
C00116632,663678.92,335
C00117838,327.45,3
C00118430,9592.52,87
C00118919,2375.92,20
C00118943,17527.31,49
C00120055,269205.86,372
C00121368,330.0,22
C00121582,5775.0,21
C00122101,17632.69,136
C00122499,6314.3,17
C00123612,584.57,15
C00125534,301764.05,54
C00125641,2633.06,26
C00125732,493.5,20
C00126086,2593.06,8
C00126763,33226.9,86
C00127258,100.0,1
C00127621,6137.62,2
C00127779,20.0,2
C00127811,21743.93,90
C00128678,1053.6,2
C00128876,103748.07,107
C00130658,2085148.33,338
C00130773,4.17,1
C00130831,380.0,1
C00131185,736023.68,178
C00133389,332.95,2
C00133611,750.0,2
C00134676,10800.0,24
C00134726,4113.52,17
C00134742,10602.17,8
C00135368,38647.0,180
C00135541,75493.87,102
C00135558,424579.57,444
C00135681,274.66,1
C00136200,211840.19,92
C00136457,2094726.11,952
C00136531,240.0,6
C00136689,4424.0,6
C00136739,34600.0,15
C00136853,118562.94,192
C00137265,103.0,10
C00137729,208.7,7
C00138560,47845.79,21
C00138966,6333.26,9
C00138974,4172.56,11
C00139071,2157.46,22
C00139477,574.65,9
C00139519,1042.34,18
C00139600,105563.82,5
C00139659,256376.97,296
C00139964,1796.33,3
C00140061,16925.63,23
C00140590,2084298.59,264
C00140715,2772202.69,1042
C00140772,0.0,2
C00141572,51167.65,27
C00141747,4298.4,7
C00141812,231847.54,284
C00142083,276.03,1
C00142299,7276.04,22
C00142711,2022.0,26
C00142786,49.2,2
C00143230,243218.55,551
C00143305,199.38,9
C00143438,938.0,5
C00143560,34805.76,14
C00143743,4203025.74,2829
C00143867,44.0,10
C00144154,695.97,4
C00144170,1912.76,8
C00144261,28660.06,26
C00144345,7959.21,113
C00144709,2491.6,4
C00144766,3542.61,9
C00145037,1968.8,19
C00145342,6250.0,25
C00145623,12490.15,56
C00145862,2061.0,4
C00146506,557.0,29
C00147173,21525.36,75
C00147231,1126.89,18
C00147512,6719651.85,925
C00147975,37989.06,33
C00147983,53708.0,30
C00148031,54.6,2
C00148999,8151958.42,1051
C00149641,184474.59,244
C00150201,27.87,1
C00150367,11347.82,96
C00150672,5026106.9,66
C00150797,1920.98,30
C00150805,620.25,1
C00150995,37895.01,8
C00151340,119149.46,12
C00151688,6050.0,11
C00151787,4393.25,53
C00152280,12515.46,43
C00153031,17617.5,6
C00153445,3238.56,4
C00153684,301174.6,55
C00154104,457.77,10
C00154625,439107.38,297
C00155440,97128.08,40
C00155796,145.0,2
C00155952,364145.33,293
C00156216,120.0,24
C00156554,3679.97,15
C00156612,18324.41,48
C00156810,1234024.43,739
C00157941,186992.56,63
C00157958,5756.6,12
C00158402,61802.42,39
C00158576,40.0,4
C00159319,2386.02,3
C00159954,11519.08,23
C00160259,4225.93,31
C00160937,437483.58,482
C00160986,519.43,1
C00161067,4642.8,7
C00161265,27532.0,7
C00161414,132.96,3
C00161786,360383.56,472
C00161810,362976.21,398
C00162339,3171738.85,1826
C00162578,259762.57,295
C00162818,24214.85,3
C00163048,5579.34,23
C00163238,105.0,2
C00163832,349.14,1
C00163956,40527.79,7
C00164145,3911.17,4
C00164418,349702.22,981
C00164509,505.0,14
C00164848,1411.4,3
C00164939,62.0,2
C00165142,10277.27,16
C00165159,430644.32,68
C00165324,397.5,1
C00165548,69015.03,24
C00165688,820266.63,56
C00165944,845.0,4
C00166074,8715.95,10
C00166272,7568.65,17
C00166348,1990.0,2
C00166504,552941.55,362
C00166710,509899.61,96
C00166827,5628.4,25
C00167015,186845.61,75
C00167130,767386.28,359
C00167213,344748.28,329
C00167320,1071430.9,822
C00167346,220709.42,250
C00167585,2055140.73,544
C00167684,400.0,4
C00168070,1047.3,14
C00168864,1081.54,15
C00169441,20.0,1
C00169722,802.74,1
C00170175,27299.94,37
C00170258,18762.09,55
C00171330,8802.5,14
C00171504,128815.26,49
C00171926,988.34,14
C00172296,509095.42,95
C00172361,20395.85,12
C00172510,354900.76,415
C00172619,274359.53,331
C00172775,5175.0,5
C00172833,4925.26,27
C00172841,2907.94,21
C00173096,3493.73,24
C00173278,2157.34,2
C00173393,826.84,20
C00174334,22974.66,3
C00174847,22085.0,25
C00175521,11978.93,14
C00177972,2866.06,2
C00178038,2656375.3,1509
C00178418,47386.0,21
C00178541,2943.78,5
C00179408,178912.48,76
C00185520,1006.71,11
C00185694,733.49,12
C00187450,41295.82,139
C00188011,1874.76,8
C00188078,13017.29,18
C00188193,64517.16,83
C00188367,591082.73,571
C00189100,147956.35,88
C00190934,421180.15,527
C00190991,46504.28,50
C00191247,211440.88,156
C00191288,30341.44,19
C00192062,2000.0,1
C00193342,62685374.23,1160
C00193383,248.0,1
C00193433,54525064.67,13414
C00193441,2948.53,10
C00193623,235877.74,326
C00193631,16339.77,45
C00193854,17020.76,64
C00193979,500.0,3
C00194647,2020.84,75
C00194803,10116.58,23
C00195024,5746.53,11
C00195065,21625.43,12
C00195628,628139.66,632
C00195891,796.19,11
C00196089,2201.83,25
C00196246,961.37,14
C00196428,897.12,20
C00196444,1840.51,21
C00196725,11658.13,33
C00196774,12504441.2,1541
C00196824,1096.08,2
C00196915,58404.26,64
C00197095,5869.72,24
C00197160,43128.9,63
C00197715,77902.26,18
C00197749,2414.17,24
C00198259,1591.46,1
C00198861,2717.9,22
C00199257,5683.01,8
C00199497,250.0,1
C00199703,1727.45,19
C00199711,1000.0,2
C00200089,604.0,2
C00200584,3463105.83,1223
C00200659,356.18,7
C00200865,256781.61,237
C00201491,5180.49,7
C00201533,25057.1,32
C00201871,14571.17,4
C00202176,3561.05,30
C00202184,1857.28,53
C00202416,1581930.86,1245
C00202804,5446.67,6
C00202861,2379.76,12
C00203497,173425.3,44
C00204099,901.37,9
C00204180,472.5,1
C00204370,9373.96,83
C00204453,10000.0,8
C00205369,6172.26,3
C00206177,66781.95,26
C00207399,23285.73,58
C00207993,4755657.57,1037
C00208322,263.12,1
C00208439,300.0,1
C00208983,204.22,1
C00208991,176741.25,93
C00210344,1330.72,10
C00211318,430930.67,72
C00211524,9464.07,1
C00211763,317666.49,78
C00212787,271782.22,277
C00213066,239.66,8
C00213074,236.0,7
C00213173,5994.09,46
C00213348,6000.0,3
C00213512,11183470.28,1371
C00213611,1597.19,3
C00213645,3743.0,5
C00213819,5008.54,66
C00214072,809.05,15
C00214148,5348.24,24
C00214643,1026719.44,75
C00214981,4650.23,55
C00215129,916.13,7
C00215384,337.5,4
C00215699,225.0,18
C00215905,5740715.91,1484
C00216127,24496.21,5
C00216184,10634.75,30
C00216614,232909.28,669
C00216705,5526.17,3
C00216895,13866.73,22
C00217638,2.97,1
C00217877,249.52,1
C00219121,54.0,13
C00219444,25211.29,51
C00219568,10958.64,35
C00219642,341153.83,44
C00219881,499136.5,321
C00220558,13642.53,20
C00221077,4172.26,46
C00221507,439.47,14
C00222422,3688.38,111
C00223073,9101.9,17
C00223297,1242.0,3
C00224691,73848.75,59
C00224717,1405309.15,8454
C00225342,28909.47,47
C00226522,5363874.1,1038
C00226928,1529325.62,645
C00227546,9248.92,57
C00227744,271782.16,50
C00228106,7128.29,4
C00228296,9589.37,9
C00229104,161920.66,82
C00229377,370754.95,99
C00229385,346.39,1
C00230342,2228688.16,1341
C00230482,269663.24,315
C00231670,252.5,1
C00231951,782.54,10
C00232629,69.47,3
C00232967,350.26,2
C00233049,5200.0,8
C00233056,203.63,1
C00233353,10200.0,24
C00233361,63386.37,159
C00235036,1287.1,25
C00235184,2372.86,8
C00235572,154642.89,142
C00235655,511942.78,151
C00235739,1789.15,27
C00235762,450.0,2
C00235853,245320.64,973
C00236489,40824.65,73
C00236513,3071113.58,735
C00237495,9111.76,23
C00238204,145879.46,233
C00238444,44022.5,128
C00238725,168215.27,49
C00238865,1309572.84,760
C00238907,2131131.52,522
C00239038,11743.0,22
C00239780,217.49,1
C00239848,4013.25,28
C00239905,3426.7,20
C00239947,1206.1,65
C00240069,1456.08,13
C00240457,550.93,24
C00240911,997.62,14
C00240986,29883.36,46
C00241083,64730.62,203
C00241323,1877.24,13
C00241349,2000.99,6
C00241380,4417.5,9
C00241851,50.0,1
C00242024,775.0,1
C00242057,1121.3,15
C00243428,16110.55,55
C00243659,396.33,1
C00243675,204.28,1
C00244335,320986.35,187
C00244533,30772.33,35
C00244863,20953.37,26
C00245548,8663.2,80
C00246306,3035.92,50
C00246371,75.0,3
C00247197,34180.0,1
C00247403,389880.88,384
C00247981,7473.47,10
C00248658,4450.0,22
C00248690,463.0,2
C00248948,37312.63,37
C00249342,11188.13,26
C00249532,1000.0,1
C00250027,2497.84,22
C00250068,1290.0,2
C00250209,2458.81,21
C00250399,1224631.27,1002
C00250753,2304.76,39
C00250993,17597.65,31
C00251009,999.79,1
C00251447,2739.23,28
C00251876,237.53,2
C00251918,2962.34,2
C00252056,40581.82,20
C00252338,6061.09,54
C00252395,136202.43,68
C00252551,93847.59,434
C00252684,70.76,3
C00252825,7975.2,7
C00252940,130122.57,1268
C00253153,966.8,18
C00253187,2863896.35,922
C00253260,213186.6,247
C00253294,1314263.2,874
C00253906,1800.0,12
C00254185,28125.93,95
C00254193,19879.75,11
C00254490,10521.29,23
C00254573,280191.76,208
C00254581,10828.11,12
C00254938,26143.01,118
C00254953,117.24,1
C00255091,537.9,46
C00255257,1400.0,3
C00255562,1262943.16,598
C00255695,3674017.11,2276
C00255752,270172.92,85
C00255976,51412.59,35
C00256453,200.56,5
C00256925,683485.31,561
C00257121,459738.22,381
C00257279,68728.66,240
C00257337,1434949.09,637
C00257642,1556765.15,1024
C00257956,70576.51,74
C00258236,16050.27,25
C00258475,1638943.07,502
C00258855,739180.46,279
C00259143,561639.22,329
C00259481,310086.52,160
C00261339,7184.19,3
C00261891,816.45,1
C00263053,124789.61,160
C00263723,118.41,3
C00264101,28366.75,56
C00264564,524379.77,409
C00264689,11675.66,26
C00264697,1561707.34,784
C00265033,1943.6,7
C00265603,281990.62,98
C00265850,273.0,13
C00266585,69.0,2
C00266932,42716.58,23
C00266940,1347904.12,623
C00267385,7490.18,12
C00267849,848.0,1
C00268904,329.0,2
C00269340,27496.44,45
C00269779,11583.41,14
C00269837,488372.79,566
C00270934,122841.55,274
C00271312,603144.22,446
C00271338,3151566.83,841
C00272153,2670.8,2
C00272211,407789.98,203
C00272724,4021.5,23
C00273003,122.5,4
C00273169,2739562.64,1029
C00274258,14500.0,2
C00274423,3136.59,2
C00274944,2316.48,31
C00275230,-7097.66,1
C00275297,228.27,1
C00276485,169.71,2
C00276592,1195.0,6
C00276659,23104.73,18
C00277152,250.0,1
C00277335,286397.92,327
C00277541,268831.43,555
C00278101,19148.76,307
C00278689,7983.84,12
C00279182,27619.07,75
C00279216,226.53,7
C00279380,92373.77,49
C00279455,9448.7,2
C00279802,152102.11,485
C00279828,9709.61,7
C00279851,1065058.29,649
C00280222,189271.05,60
C00280743,780.57,17
C00282343,24261.5,22
C00282921,147.31,2
C00283051,6528.0,2
C00283135,32955.38,60
C00283432,33241.43,118
C00283440,205.78,1
C00283523,15388.54,10
C00283572,2073.79,2
C00284810,2811.0,1
C00284885,3464.81,27
C00285171,709101.72,433
C00285254,119077.07,139
C00285593,1775.09,2
C00286187,443325.49,333
C00286401,8598.38,8
C00286500,336337.8,229
C00286807,338.14,1
C00286880,3575.88,5
C00287045,1043.23,9
C00287714,464.19,13
C00287748,1578.34,1
C00287904,822193.89,699
C00287912,587125.76,351
C00289140,26.89,5
C00289603,1244210.34,947
C00290064,753500.05,526
C00290304,9165.2,33
C00290825,1677661.8,456
C00291799,1720.78,1
C00291914,13219.18,20
C00291922,3091.42,1
C00292318,117.06,1
C00293910,355300.0,18
C00295527,90958.19,110
C00295964,156841.48,95
C00296640,803295.0,265
C00297077,58.0,3
C00297531,21287.65,79
C00297630,32400.0,9
C00297739,5171.34,31
C00298000,1032816.72,333
C00298018,5095.53,1
C00298190,129.75,4
C00298356,1626.92,4
C00299149,14411.85,48
C00299396,37729.8,20
C00299404,50070.36,32
C00299867,17942.97,8
C00300236,15294.0,99
C00300376,1601.62,11
C00300707,10453.6,70
C00300731,44040.69,130
C00300921,3840515.5,947
C00301838,2852299.6,607
C00301929,3784.02,11
C00302240,1937.67,18
C00302844,7012.98,46
C00303024,167364.03,11
C00303305,1641786.18,498
C00303339,183489.79,136
C00303883,500.0,2
C00304634,831.88,35
C00304709,511992.17,629
C00304758,865919.31,992
C00305052,23060.26,27
C00305318,871627.27,204
C00305805,169647.46,232
C00306035,3442.16,5
C00306175,81.0,3
C00306449,11995.01,27
C00306704,4586587.68,432
C00306860,21602.89,9
C00306894,4752.83,39
C00307314,1530631.4,890
C00307397,5600.0,1
C00307991,18651.88,65
C00308387,144504.76,22
C00308478,10461.03,11
C00308676,1805721.5,1069
C00308742,489140.49,645
C00309567,1803915.13,2330
C00309716,500.95,8
C00310318,429757.64,434
C00310532,2525325.63,833
C00310896,3645.62,11
C00310904,3719.09,4
C00311043,2773809.51,853
C00311142,5495.0,7
C00311308,258.0,12
C00311639,804401.2,451
C00311878,2188.94,10
C00311944,85835.33,38
C00312017,4165910.52,1487
C00312223,213.88,6
C00313247,1300313.75,459
C00313510,1396467.48,672
C00314575,27662328.9,1791
C00314617,19435.23,124
C00314997,312.0,12
C00315713,43260.47,68
C00316455,1150.0,1
C00317503,284399.83,436
C00318196,4838.8,10
C00318766,2500.0,1
C00319319,1269.84,40
C00319517,450.0,1
C00319723,1281.42,16
C00320218,11521.75,23
C00320432,28768.64,100
C00321141,350.0,5
C00321596,2400.0,8
C00321943,513864.4,644
C00322560,10306.5,3
C00322768,7486.53,41
C00323048,899.98,10
C00323352,41137.08,49
C00323576,7081.25,8
C00323758,1375.0,1
C00323923,33590.51,124
C00324673,1301.68,4
C00324780,514.0,2
C00325076,274585.71,458
C00325092,988.0,1
C00325324,1922.12,70
C00325357,25951.79,14
C00325464,14065.56,60
C00325639,7711.16,18
C00325647,933.56,1
C00325936,20077.41,226
C00325993,307982.39,109
C00326082,215310.37,100
C00326363,1396635.51,1013
C00326439,445058.68,133
C00326751,22672.02,94
C00326801,2763323.44,1485
C00326835,11944.54,48
C00327023,1164925.18,855
C00327106,3612.39,19
C00327189,254408.24,82
C00327395,9735.94,18
C00327478,18085.23,18
C00327593,1514.75,4
C00328211,41995.58,47
C00328401,1750.0,2
C00329185,206.73,1
C00329425,5849.58,69
C00329896,190650.8,223
C00329920,10718.08,13
C00330019,76.0,1
C00330118,15966.45,38
C00330142,886068.89,1215
C00330233,2334.43,18
C00330696,3677.25,6
C00330720,205330.56,52
C00330886,516847.23,512
C00330894,390676.9,132
C00331017,419.65,7
C00331397,722418.17,470
C00331454,250.0,1
C00331496,4563.19,19
C00331694,1078664.2,576
C00331769,1235560.1,815
C00331918,827.6,4
C00332221,7475.05,74
C00332296,264393.0,124
C00332395,1251.4,18
C00332643,350.0,2
C00332841,1758.07,30
C00333104,2253.7,16
C00333427,901461.66,643
C00333534,412.57,4
C00333740,16563.33,29
C00334383,106660.75,230
C00334417,1085.01,5
C00334706,212823.33,153
C00336065,416.3,1
C00336297,14596.47,7
C00336388,12878.64,5
C00336743,27057.8,95
C00337394,0.0,4
C00337626,5072.92,22
C00337733,1305829.07,374
C00337964,52.86,2
C00338020,140388.55,91
C00338087,1042.14,40
C00338558,1025.8,12
C00338954,32992.01,16
C00339085,21.49,1
C00339655,33813.44,44
C00340018,36.9,2
C00340075,2580.28,22
C00340356,5174.73,61
C00340364,1379.25,9
C00340455,201.93,1
C00340554,1587.55,8
C00341396,33325938.26,4302
C00341529,15.0,1
C00341792,875.0,2
C00341800,834.85,7
C00342022,9270.3,23
C00342048,772878.14,683
C00342857,18078.1,257
C00342907,26231.47,62
C00343137,57798.11,207
C00343236,29435.21,40
C00343459,26451.1,25
C00343574,246563.38,227
C00343871,8745637.59,1270
C00343947,76150.68,43
C00344010,904.89,18
C00344051,503175.62,92
C00344234,5359005.38,611
C00344325,16362.89,72
C00344390,3000.0,1
C00344473,1075177.72,612
C00344648,805505.21,241
C00344671,172383.12,298
C00344697,1421859.23,1704
C00344721,2212.58,25
C00344770,1831.15,46
C00344788,15457.0,13
C00345058,114272.53,32
C00345124,4675.6,4
C00345132,1881.1,62
C00345199,40417.06,40
C00345306,3416.69,11
C00345546,984776.12,661
C00345868,366.21,3
C00345942,6579.66,47
C00346015,15570.5,31
C00346080,972568.51,352
C00346130,101.0,1
C00346239,16717.05,29
C00346296,120.0,1
C00346312,1910646.81,637
C00346353,387.77,2
C00346403,12507.96,26
C00346619,5478.93,12
C00347195,383907.81,151
C00347260,30974.89,36
C00347310,10511.4,10
C00347476,24500.1,26
C00347492,87131.03,36
C00347591,12047.46,4
C00347955,981.52,15
C00348540,687803.64,22
C00348607,1261959.26,404
C00348623,12.0,6
C00349217,638101.57,590
C00349225,123.33,1
C00349233,357702.88,213
C00349373,1267.27,8
C00349506,1076325.28,660
C00349746,2115.78,1
C00349761,1591.39,6
C00349902,1627.48,3
C00350421,11841.83,71
C00350744,682.0,8
C00350884,213.68,8
C00350991,307602.3,123
C00351015,28069.1,8
C00351031,50534.36,53
C00351056,4895.0,5
C00351197,15690.81,71
C00351270,2000.0,8
C00351379,11238.66,9
C00351924,6695.0,8
C00352211,3264.67,3
C00352922,2386.57,87
C00353037,542.91,5
C00353144,22663.64,73
C00353797,418.74,13
C00354290,577.71,6
C00354332,311564.87,1442
C00354548,1174.0,4
C00354571,13084.31,30
C00354605,17598.58,127
C00354688,713432.38,676
C00355289,2650000.0,7
C00355677,7682.12,118
C00356345,16800.0,2
C00357905,117095.54,57
C00358234,2886.81,8
C00358440,13669.86,13
C00358663,1061860.23,193
C00358812,22451.41,234
C00358903,8184.0,14
C00358952,8669.0,41
C00358960,648.35,4
C00358994,3553.25,7
C00359034,1145726.7,384
C00359380,1909.82,30
C00359463,1775.0,6
C00359539,39617.92,66
C00359588,130.0,1
C00359992,390.0,8
C00360354,4667.81,30
C00360362,237.49,2
C00361014,394.3,11
C00361139,7677.68,2
C00361253,2877.0,2
C00361410,63520.53,107
C00361485,16003.17,81
C00361758,2000.0,4
C00361956,402277.12,235
C00362178,34852.07,37
C00362210,340.18,2
C00362236,4608.0,9
C00362384,46825.99,38
C00362624,20704.93,19
C00362640,0.0,3
C00363317,79755.71,22
C00363648,285311.63,114
C00363770,18177.13,28
C00363838,2901.9,43
C00363853,8414.19,1
C00363879,10578.81,25
C00363945,184.46,1
C00363986,16380.92,33
C00364091,50.0,2
C00364109,1187.64,27
C00364133,38119.12,24
C00364158,25830.43,159
C00364174,18378.51,10
C00364323,1939.8,1
C00364422,6297.71,8
C00364455,-0.13,1
C00364935,25391.85,22
C00365098,2937.93,6
C00365270,268377.66,125
C00365502,2366.53,19
C00365536,7219004.89,1630
C00365593,37629.38,116
C00366096,1047.0,9
C00366666,43425.4,38
C00366757,9938.7,27
C00366948,869260.23,469
C00367177,1036.58,19
C00367680,1635.32,16
C00367862,849726.03,581
C00367920,35.0,1
C00368332,10470.03,54
C00368522,1694404.56,894
C00368696,534844.2,228
C00368720,1310.04,11
C00369033,33268867.44,1425
C00369181,304114.37,325
C00369660,5575.7,8
C00369801,1126510.13,749
C00370007,893077.75,469
C00370056,19326528.53,964
C00370122,116878.53,171
C00370130,13429.12,9
C00370221,481214.87,804
C00370577,57.95,1
C00370643,99.61,1
C00370650,45450.25,37
C00370759,9910.97,15
