record_id,filer_id,filer_name,party,date,amount,payee_display,purpose_display,office,source_link,vendor_ids,vendor_names,vendor_groups,vendor_eras,confidences
1609297,20255051159,NEIGHBORS FOR A BETTER COLORADO,,2025-10-18,119.3,CAMPAIGN NUCLEUS,TEXT MESSAGING,DOUGLAS,,campaign_nucleus,Campaign Nucleus,political_specific,legacy,high
1609298,20255051159,NEIGHBORS FOR A BETTER COLORADO,,2025-10-18,153.23,CAMPAIGN NUCLEUS,TEXT MESSAGING,DOUGLAS,,campaign_nucleus,Campaign Nucleus,political_specific,legacy,high
1607479,20255050189,HADLEY FOR ST VRAIN,,2025-10-21,20.0,"OPENAI, INC.",CHATGPT,BOULDER,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1607770,20255051159,NEIGHBORS FOR A BETTER COLORADO,,2025-10-22,2624.3,CAMPAIGN NUCLEUS,TEXT MESSAGING,DOUGLAS,,campaign_nucleus,Campaign Nucleus,political_specific,legacy,high
1607771,20255051159,NEIGHBORS FOR A BETTER COLORADO,,2025-10-22,1565.52,CAMPAIGN NUCLEUS,TEXT MESSAGING,DOUGLAS,,campaign_nucleus,Campaign Nucleus,political_specific,legacy,high
1609314,20255051159,NEIGHBORS FOR A BETTER COLORADO,,2025-10-22,148.08,CAMPAIGN NUCLEUS,TEXT MESSAGING,DOUGLAS,,campaign_nucleus,Campaign Nucleus,political_specific,legacy,high
1617612,20255051159,NEIGHBORS FOR A BETTER COLORADO,,2025-10-23,108.35,CAMPAIGN NUCLEUS,MUNICIPAL INDEPENDENT EXPENDITURE - TEXT MESSAGING SUPPORTING ROGER HUDSON FOR MAYOR OF CASTLE PINES,DOUGLAS,,campaign_nucleus,Campaign Nucleus,political_specific,legacy,high
1575832,20175032059,ELECT PAUL LUNDEEN,,2024-10-29,20.0,CHATGPT,7218 � DUES AND SUBSCRIPTIONS,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1617606,20255051159,NEIGHBORS FOR A BETTER COLORADO,,2025-10-30,141.05,CAMPAIGN NUCLEUS,MUNICIPAL INDEPENDENT EXPENDITURE - TEXT MESSAGING SUPPORTING ROGER HUDSON FOR CASTLE PINES MAYOR,DOUGLAS,,campaign_nucleus,Campaign Nucleus,political_specific,legacy,high
1575834,20175032059,ELECT PAUL LUNDEEN,,2024-11-11,20.0,CHATGPT,7218 � DUES AND SUBSCRIPTIONS,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1581387,20235045587,MANNY FOR COLORADO,,2024-12-09,80.0,OPENAI,SOFTWARE,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1575837,20175032059,ELECT PAUL LUNDEEN,,2024-12-11,20.0,CHATGPT,7218 � DUES AND SUBSCRIPTIONS,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1591015,20215040123,COMMITTEE TO ELECT REGINA ENGLISH FOR COLORADO HOUSE,,2024-12-13,60.0,GRAMMARLY,SPEECH EDITING SERVICE,STATEWIDE,,grammarly,Grammarly,general_purpose,legacy,high
1583243,20235046581,CHRIS FOR RTD,,2024-12-16,36.68,DESCRIPT,,STATEWIDE,,descript,Descript,general_purpose,legacy,high
1581848,20205039996,ANDREW FOR COLORADO,,2024-12-24,540.0,GRAMMARLY,,STATEWIDE,,grammarly,Grammarly,general_purpose,legacy,high
1579223,20245046955,GWEN FOR COLORADO,,2024-12-31,50.0,CAMPAIGN NUCLEUS LLC,7223 � SOFTWARE EXPENSE,STATEWIDE,,campaign_nucleus,Campaign Nucleus,political_specific,legacy,high
1651944,20215041756,WOOG FOR HOUSE DISTRICT 19,,2026-01-07,20.0,CHATGPT,7218 � DUES AND SUBSCRIPTIONS,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1656881,20255047962,SCOTT BOTTOMS FOR GOVERNOR,,2026-01-08,20.0,OPENAI,IN KIND - OFFICE SOFTWARE,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1638417,20255048738,JENA FOR COLORADO,,2026-01-12,850.0,CALLTIME AI,,STATEWIDE,,calltime_ai,CallTime.AI,political_specific,legacy,high
1621955,20245047563,TRAVIS FOR COLORADO,,2026-01-12,20.0,CHATGPT,CHATGPT SUBSCRIPTION,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1621956,20245047563,TRAVIS FOR COLORADO,,2026-01-12,19.99,GOOGLE GEMINI,GOOGLE GEMINI SUBSCRIPTION,STATEWIDE,,google_ai,Google (Gemini / Vertex AI),general_purpose,generative,high
1652166,20175032059,ELECT PAUL LUNDEEN,,2026-01-13,20.0,PERPLEXITY,6550 � ISSUE RESEARCH,STATEWIDE,,perplexity,Perplexity AI,general_purpose,generative,high
1653176,20255051106,AVA FOR COLORADO,,2026-01-21,20.0,OPENAI.COM,6590 � OTHER RESEARCH EXPENSE,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1652158,20175032059,ELECT PAUL LUNDEEN,,2026-01-21,20.0,CHATGPT,7218 � DUES AND SUBSCRIPTIONS,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1653124,20225044063,WEINBERG FOR COLORADO,,2026-01-21,20.0,CHATGPT,7223 � SOFTWARE EXPENSE,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1656889,20255047962,SCOTT BOTTOMS FOR GOVERNOR,,2026-02-08,20.0,OPENAI,IN KIND - OFFICE SOFTWARE,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1651945,20215041756,WOOG FOR HOUSE DISTRICT 19,,2026-02-09,20.0,CHATGPT,7218 � DUES AND SUBSCRIPTIONS,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1634736,20245047563,TRAVIS FOR COLORADO,,2026-02-11,20.0,CHATGPT,CHATGPT SERVICE,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1638418,20255048738,JENA FOR COLORADO,,2026-02-12,850.0,CALLTIME AI,,STATEWIDE,,calltime_ai,CallTime.AI,political_specific,legacy,high
1634733,20245047563,TRAVIS FOR COLORADO,,2026-02-12,19.99,GOOGLE GEMINI,GOOGLE AI SERVICE,STATEWIDE,,google_ai,Google (Gemini / Vertex AI),general_purpose,generative,high
1652167,20175032059,ELECT PAUL LUNDEEN,,2026-02-13,20.0,PERPLEXITY,6550 � ISSUE RESEARCH,STATEWIDE,,perplexity,Perplexity AI,general_purpose,generative,high
1653621,20225041872,DEGRAAF4COLORADO,,2026-02-16,8.0,ENT,FOR CHATGPT SUBSCRIPTION,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1638673,20255048738,JENA FOR COLORADO,,2026-02-16,-850.0,CALLTIME AI,REFUNDED EXPENDITURE,STATEWIDE,,calltime_ai,CallTime.AI,political_specific,legacy,high
1653177,20255051106,AVA FOR COLORADO,,2026-02-23,20.0,OPENAI.COM,6590 � OTHER RESEARCH EXPENSE,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1638674,20255048738,JENA FOR COLORADO,,2026-02-23,-850.0,CALLTIME AI,REFUNDED EXPENDITURE,STATEWIDE,,calltime_ai,CallTime.AI,political_specific,legacy,high
