cmte_id,total_amount,total_count
C00034066,1316.25,1
C00034132,45.0,2
C00034157,2172.61,20
C00034272,161.82,1
C00034330,736.12,1
C00034405,73.38,1
C00034470,-714.09,8
C00034488,3601.94,22
C00034645,10910.8,39
C00034678,80.0,4
C00034785,12720.88,28
C00035451,43618.73,93
C00035519,389.0,24
C00035535,3617.15,24
C00035600,671148.94,447
C00035618,147935.07,319
C00035675,23782.77,10
C00035691,207.0,1
C00038505,4110908.71,5620
C00038604,11178.98,45
C00039214,17452.16,41
C00039305,320.0,1
C00039321,86.85,2
C00039578,131230.56,68
C00040220,1866995.44,521
C00040253,4214.45,44
C00040279,4276.12,24
C00040329,149.99,1
C00040584,603.28,9
C00040659,5741.0,3
C00040857,608271.86,2035
C00040949,8841.21,5
C00040998,1544160.9,41
C00041160,1612892.08,625
C00041236,103105.07,157
C00041269,2948862.94,1974
C00041566,5600.38,24
C00041590,9296.83,30
C00041954,13000.0,14
C00042366,126288281.77,9726
C00042622,357018.25,315
C00043059,7435.79,26
C00043091,23289.53,42
C00043471,148.84,6
C00043919,6337.87,21
C00044776,1983161.62,553
C00044842,1397126.23,1024
C00044990,80156.38,91
C00045781,1399.32,12
C00046474,274.48,1
C00048181,439.77,2
C00048702,874.43,16
C00051979,1734.9,7
C00053553,2980108.42,447
C00055582,1174925.31,597
C00056523,14.12,1
C00059238,1193.88,6
C00059733,753.25,1
C00060103,44.4,3
C00060707,178776.04,110
C00062836,62279.43,6
C00063164,11876.48,22
C00064766,530.0,1
C00064774,4115.78,5
C00065219,13490.21,42
C00065870,23424.68,7
C00066472,25834.7,404
C00067231,12478.49,74
C00068353,511700.46,170
C00068692,104.0,1
C00071365,221547.89,259
C00072025,502768.78,1846
C00072769,6456.5,10
C00073056,185222.05,106
C00073627,1500.74,20
C00073791,9608.5,19
C00074096,1417.39,47
C00074393,750.0,1
C00074450,4034537.22,874
C00074799,615.55,12
C00075275,2565.83,30
C00075341,0.0,2
C00075820,118968339.36,8429
C00076299,18356.44,24
C00076810,2061.28,20
C00077305,1064.0,2
C00077321,46422.08,26
C00077701,1627.0,2
C00078196,193705.95,255
C00078287,1215.69,4
C00078535,2118.39,6
C00079541,67672.99,185
C00079566,1689.27,3
C00079681,8921.89,39
C00080135,1129.99,12
C00080648,2969.73,42
C00081273,8063.53,2
C00081414,3765.0,12
C00081547,4660.66,26
C00082040,297.15,1
C00082271,1760.38,9
C00082800,1648.0,2
C00082834,18552.45,35
C00082917,0.0,2
C00082925,7662219.3,496
C00083279,853063.71,88
C00083758,122.17,6
C00084061,1097.32,11
C00084368,678455.6,324
C00084491,57374.09,27
C00084871,3442.7,23
C00084954,248529.89,377
C00085506,41021.13,245
C00085910,4088.06,23
C00085977,15.78,1
C00087874,3511.56,22
C00088435,1057.87,20
C00088591,178471.98,42
C00089086,7508.29,24
C00089136,8378.24,54
C00089243,801598.27,350
C00089458,38639.73,19
C00089482,558717.17,122
C00090415,186.66,6
C00091561,600523.32,158
C00092247,14801.22,68
C00092957,38611.84,277
C00093054,1131.28,2
C00093963,7198.79,3
C00094573,6500.0,1
C00095117,915.72,25
C00095869,295.0,2
C00096156,2012765.85,200
C00096412,629303.62,572
C00097485,974.84,6
C00097725,480.0,24
C00097865,7956.67,2
C00098061,312.23,1
C00099259,1417211.3,1380
C00099267,210999.17,52
C00100107,6855.6,27
C00100321,9570.0,2
C00100644,66171.09,35
C00100693,5268.92,9
C00101105,192458.62,3
C00101204,3447.11,20
C00101626,4363.16,22
C00101766,840.0,38
C00102368,43255.47,45
C00102764,8397.56,24
C00103549,6245.7,1
C00103861,4441.45,37
C00103903,140.0,6
C00104109,8799.37,26
C00104455,422.27,8
C00104471,75222.36,27
C00104802,1406.8,24
C00104901,30480.82,21
C00105338,12679.63,26
C00105668,1077108.64,420
C00105973,626610.13,597
C00105981,32149.65,89
C00106146,29412.95,52
C00106435,4058.61,33
C00107128,5035.76,44
C00107136,2748.11,22
C00107235,143406.19,15
C00107300,250.0,1
C00108035,35547.73,67
C00108209,50.0,2
C00108613,443979.28,396
C00109546,498.34,1
C00109595,9980.5,3
C00109678,1073.07,14
C00109819,6041.15,12
C00110478,6204.05,23
C00110585,2407.85,12
C00111237,2750.0,4
C00111278,4868.46,42
C00111302,3209.48,36
C00111476,67907.12,174
C00111534,100.0,2
C00111559,120.0,4
C00112896,25.0,3
C00112995,1132.02,4
C00113159,10000.0,1
C00113225,26308.65,20
C00113241,119175.35,177
C00113753,47856.26,21
C00113803,24684.92,89
C00113811,120346.32,34
C00113845,14.94,1
C00114025,8166.15,95
C00114108,1975.41,5
C00114132,3359.34,25
C00114439,1798279.11,1006
C00114694,1031.32,27
C00115527,163646.14,54
C00116020,1180.88,2
C00116632,752852.61,394
C00117861,1879.5,1
C00118208,1454.25,10
C00118430,493.25,18
C00118943,4967.53,40
C00119008,1465.0,7
C00120030,3419.36,21
C00120055,3270538.79,625
C00120873,856.87,10
C00121368,15.0,1
C00121582,5525.0,21
C00122101,7624.77,71
C00122499,14915.92,14
C00123612,586.34,9
C00125534,389691.11,49
C00125641,29508.93,46
C00125732,3116.15,21
C00126086,1248.33,1
C00126763,40524.49,71
C00127258,450.0,6
C00127811,21604.66,40
C00128678,2724.69,6
C00128975,22.0,1
C00129189,188134.32,1
C00130658,3583206.07,704
C00130773,2566.0,21
C00130831,10377.4,7
C00131185,867509.9,150
C00132282,5774.6,66
C00132480,1000.0,1
C00133389,70.0,2
C00133611,375.0,1
C00134676,148923.27,43
C00134726,4164.0,4
C00135368,47857.08,57
C00135541,40416.23,125
C00135558,731408.23,415
C00136200,446579.46,263
C00136457,1099394.37,890
C00136689,7668.75,9
C00136853,37688.47,55
C00137265,99.0,8
C00137273,11928.32,85
C00137729,163.77,1
C00138966,8397.37,9
C00138974,5502.61,9
C00139071,8755.72,24
C00139451,748.0,1
C00139477,778.66,16
C00139568,1100.42,17
C00139600,18825.76,80
C00139659,722591.22,479
C00139964,113.57,24
C00140061,24118.55,40
C00140590,2857727.19,315
C00140707,2962.8,1
C00140715,1427199.43,777
C00140855,286.81,1
C00141218,6341.44,8
C00141572,162216.18,106
C00141812,1029111.04,634
C00142083,672.34,2
C00142299,8657.63,25
C00142711,1285.8,27
C00142786,252.27,1
C00143230,587966.89,467
C00143396,34.0,1
C00143743,2428926.53,1702
C00143867,762.47,3
C00144261,61353.11,63
C00144345,6267.45,67
C00144766,991.74,17
C00145342,1750.0,4
C00145623,8810.55,19
C00145862,5522.0,10
C00146506,1404.99,14
C00147173,35391.25,71
C00147231,1812.09,16
C00147512,12040281.31,858
C00147975,43161.35,28
C00148510,1415.9,3
C00148999,675932.18,561
C00149104,1472.69,1
C00149641,361055.61,400
C00150045,19250.0,1
C00150367,13495.97,176
C00150672,4072214.91,285
C00150797,2880.49,22
C00151175,1112.04,18
C00151340,109868.7,6
C00151688,6059.7,30
C00151787,2620.05,20
C00153031,313869.98,450
C00153445,1710.46,1
C00153577,500.0,1
C00153684,110820.99,36
C00154104,798.86,9
C00154625,4895870.38,593
C00155440,145974.65,84
C00155952,274946.01,313
C00156216,35.0,1
C00156554,12978.47,36
C00156612,2043.37,8
C00156810,1228030.4,679
C00157677,0.0,2
C00157941,232319.13,55
C00157958,1665.91,10
C00158402,44254.68,17
C00158576,98785.47,18
C00159954,3417.5,22
C00160259,4577.77,91
C00160770,87.88,2
C00160937,294196.97,489
C00161067,29284.53,61
C00161141,107.0,9
C00161190,652.74,4
C00161265,56407.28,40
C00161786,1140610.75,1254
C00161810,580106.21,392
C00162339,6128433.59,988
C00162578,102913.08,31
C00162818,443.58,1
C00163048,8555.05,25
C00163212,1980.44,34
C00163238,823.81,3
C00163253,702.84,5
C00163832,354.1,1
C00163956,15870.0,4
C00164145,250.0,3
C00164236,1138.35,3
C00164418,166790.39,393
C00164509,490.0,14
C00164848,4969.15,7
C00164939,492.59,1
C00165142,19293.94,55
C00165159,699726.86,141
C00165365,2310.0,1
C00165472,70.04,1
C00165522,139.44,1
C00165548,165831.31,79
C00165688,301525.68,64
C00165944,279.0,1
C00166272,3460.36,7
C00166348,3167.91,4
C00166355,6879.84,23
C00166710,1387366.12,755
C00167015,391478.11,379
C00167130,241270.22,31
C00167213,516068.8,260
C00167320,981857.72,741
C00167346,407325.7,535
C00167460,1955.03,17
C00167585,874628.06,351
C00167684,500.0,5
C00167759,2774.03,16
C00168070,3006.84,1
C00168864,363.97,7
C00169441,635.0,4
C00170175,134351.21,102
C00170258,27915.09,50
C00171330,38796.07,46
C00171504,1205.56,7
C00171926,978.69,19
C00172205,4209.16,21
C00172296,451008.87,83
C00172361,29960.07,14
C00172494,2424.66,3
C00172510,414333.21,588
C00172619,823446.77,396
C00172833,5395.36,21
C00172841,7037.53,46
C00173096,578.66,11
C00173153,127000.0,1
C00174334,22766.12,26
C00174847,9002.2,20
C00175521,3443.05,11
C00178038,584254.99,322
C00178418,14966.13,21
C00178541,1600.0,2
C00179408,248731.48,61
C00185652,7720.96,4
C00186064,163.53,3
C00187450,161411.74,184
C00188011,3926.92,11
C00188078,20398.45,24
C00188177,1528.55,30
C00188193,29341.24,67
C00188367,392451.07,647
C00188987,1426.2,18
C00189100,3281.13,5
C00190934,106158.69,36
C00190991,31714.91,28
C00191247,437744.76,373
C00191288,279530.37,95
C00192153,487.9,43
C00193342,987093.48,393
C00193383,628.0,1
C00193433,53788055.83,10323
C00193441,10343.74,18
C00193623,225391.24,83
C00193631,13850.51,47
C00193854,9761.41,57
C00194647,178.23,1
C00194746,16609.21,25
C00195024,5770.54,11
C00195628,18271.35,56
C00195891,767.72,15
C00196089,10234.23,30
C00196246,296.45,6
C00196428,102.11,25
C00196444,55550.83,18
C00196725,4371.2,38
C00196774,1104809.96,1341
C00196915,62248.65,31
C00197103,5101.84,2
C00197160,19673.79,57
C00197715,1366.8,12
C00197749,2105.01,22
C00198259,5500.0,6
C00198861,3500.0,27
C00199257,8743.94,8
C00199703,1687.38,20
C00199711,247.65,1
C00200584,53918.04,34
C00200865,159824.24,81
C00201533,700.0,2
C00201863,1887.54,3
C00201871,16771.61,6
C00202176,5537.05,33
C00202184,1276.93,6
C00202416,6863.29,7
C00202804,6811.75,2
C00203497,272376.02,45
C00204453,7500.0,6
C00205369,3000.0,4
C00206136,891.71,4
C00206177,151544.6,20
C00207258,588.3,3
C00207308,220.5,10
C00207399,75394.33,182
C00207944,1301.68,3
C00207969,7500.0,2
C00207993,4554.6,2
C00208322,734.77,7
C00208991,291963.12,50
C00210344,4312.32,24
C00210526,2049.0,2
C00210617,784.85,19
C00211318,549607.56,72
C00211524,88322.53,16
C00211763,258536.39,48
C00212092,2997.69,12
C00212423,11409.75,17
C00212787,177883.51,240
C00213066,15824.54,20
C00213173,6118.0,48
C00213512,7723628.11,1237
C00213645,2236.33,2
C00213819,21073.51,127
C00214072,651.3,14
C00214148,8379.19,22
C00214643,6813954.82,48
C00214981,5265.28,23
C00215129,1628.99,1
C00215384,50.0,4
C00215905,5869.07,13
C00216127,25098.1,6
C00216184,2207.42,12
C00216614,1817133.1,2708
C00216770,2183.86,28
C00216895,6990.3,23
C00219121,39.0,13
C00219444,37090.53,49
C00219568,20330.17,62
C00219642,322000.23,27
C00219881,12620.64,18
C00220269,10719.73,2
C00220558,3348.46,5
C00220566,500299.84,305
C00221077,3858.1,28
C00221507,674.74,14
C00222000,12300.0,2
C00222422,1358.43,7
C00223297,1806.66,1
C00224717,898370.78,5643
C00225342,48296.0,30
C00226522,1672458.75,839
C00226928,2136141.9,760
C00227546,1693.89,24
C00227744,383460.59,34
C00228296,4374.81,8
C00229104,42200.58,32
C00229377,301618.09,92
C00230342,15729.94,25
C00230482,782034.32,354
C00232835,8388.0,10
C00232967,275.16,1
C00233049,10430.0,6
C00233353,10200.0,24
C00233361,36647.32,57
C00235184,3447.3,13
C00235572,121529.63,61
C00235655,640094.35,149
C00235739,1227.1,23
C00235762,663.9,12
C00235853,193045.9,279
C00236414,1301.02,27
C00236489,33862.7,175
C00238204,196628.44,196
C00238444,45911.44,138
C00238725,375661.85,51
C00238865,953383.81,619
C00238907,497705.84,409
C00239038,2244.0,4
C00239780,1183.22,13
C00239848,4109.12,24
C00239905,11407.27,25
C00240457,223.31,11
C00240796,8.16,4
C00240911,919.79,13
C00241083,32923.82,140
C00241323,572.27,7
C00241349,89.16,1
C00241380,8473.97,7
C00242024,1000.0,1
C00242057,1524.28,13
C00243428,767.26,1
C00243659,21227.7,2
C00244335,289030.6,221
C00244533,14608.21,26
C00245548,12788.82,77
C00246306,29813.24,26
C00247197,51162.39,1
C00247262,505.0,2
C00247403,598363.37,335
C00247783,112.0,7
C00248427,300.0,7
C00248658,12108.14,25
C00248690,300.0,1
C00248948,58005.55,30
C00249342,7409.78,23
C00250027,1053.01,11
C00250068,304.5,4
C00250399,1458485.68,1008
C00250753,13894.75,98
C00250993,63344.66,76
C00251447,5024.63,44
C00251751,0.0,2
C00252056,58594.15,20
C00252338,84.76,2
C00252395,222128.16,96
C00252551,77335.27,340
C00252684,1031.91,17
C00252825,18030.81,9
C00252940,151677.98,1136
C00253153,214.59,3
C00253187,13255.46,7
C00253260,129161.51,151
C00253294,1162130.57,940
C00254193,18076.35,9
C00254201,734.33,8
C00254490,14405.14,6
C00254938,17935.66,35
C00255091,615.1,49
C00255562,1355590.68,504
C00255695,2651965.22,2322
C00255752,294172.65,104
C00255976,69360.0,33
C00256453,272.83,16
C00256925,887497.47,547
C00257246,506.96,3
C00257279,53654.67,74
C00257329,810.96,10
C00257337,7556475.75,1104
C00257642,1730741.24,1461
C00257956,43583.58,67
C00258236,5336.81,7
C00258475,537846.75,192
C00258855,19338.26,17
C00259143,23459.34,24
C00259481,573853.4,228
C00259572,767.08,12
C00261339,600.45,3
C00261891,68285.77,23
C00263053,165606.1,169
C00264101,53634.97,46
C00264564,8882066.45,423
C00264689,69359.2,36
C00264697,97460584.55,2517
C00265033,3215.43,25
C00265603,146607.13,41
C00266940,1629033.84,637
C00267385,47057.26,44
C00267849,65530.59,4
C00269241,32.0,2
C00269340,31995.0,28
C00269779,520.51,13
C00270934,278503.64,420
C00270967,358.0,23
C00271312,478716.8,359
C00271338,4893357.76,743
C00272153,2629.5,2
C00272211,174964.0,128
C00272724,42571.29,31
C00273169,1199.95,4
C00274423,9139.56,105
C00274944,4989.98,41
C00275230,11990.5,8
C00276311,2500.0,1
C00276485,119.61,3
C00276592,469.49,2
C00276659,5162.0,44
C00277152,423.35,2
C00277335,478084.82,426
C00277541,358053.39,421
C00278101,6255.74,260
C00278689,6606.35,14
C00279182,4000.0,2
C00279224,85.83,5
C00279331,750.0,2
C00279380,146831.84,78
C00279455,469.31,9
C00279737,3000.0,8
C00279802,303881.88,347
C00279828,11247.83,7
C00279851,1294816.65,721
C00280222,275123.83,55
C00280743,-101.27,6
C00280909,268.44,6
C00281162,16625.24,25
C00281212,890.25,15
C00282343,48018.84,36
C00283135,16575.62,21
C00283523,13707.24,14
C00284810,5458.85,13
C00284885,9995.8,32
C00285171,659203.11,406
C00285254,21825.65,52
C00285593,0.0,2
C00286401,6255.13,14
C00286500,209283.27,182
C00286807,678.95,1
C00286880,73525.67,33
C00287003,0.0,2
C00287045,297.19,1
C00287904,866399.01,498
C00287912,838404.01,508
C00289603,1927931.0,991
C00290304,6643.21,51
C00290502,10.0,1
C00290825,750000.37,303
C00290973,1094.77,24
C00291914,14936.71,15
C00293910,91500.0,20
C00294918,52834.17,37
C00295527,16546.23,78
C00295964,73047.3,26
C00296640,727054.82,193
C00296822,230.41,1
C00297531,26900.75,74
C00297630,20600.0,3
C00297671,8500.0,3
C00297739,6835.45,42
C00298000,1849091.03,439
C00298190,636.12,7
C00298356,1688.12,3
C00299396,48221.74,22
C00299404,6223.58,10
C00299867,6925.33,4
C00300236,14189.0,119
C00300376,2647.97,7
C00300707,6925.14,98
C00300731,67806.76,169
C00300921,2114983.69,1654
C00301838,38801.26,36
C00301929,773.65,8
C00302232,5834.82,5
C00302240,1988.29,18
C00302695,493.71,6
C00303024,454646.17,41
C00303305,455484.57,290
C00303339,254433.54,122
C00303883,500.0,2
C00304477,298.0,1
C00304634,1593.6,16
C00304709,1228585.55,871
C00304758,87443.05,33
C00305318,1847812.48,384
C00305805,149750.95,211
C00306035,52706.66,53
C00306175,348.0,12
C00306449,15682.17,21
C00306860,26177.7,14
C00306894,10894.77,109
C00307314,605722.1,423
C00307991,12806.6,78
C00308460,575.0,4
C00308478,10151.57,34
C00308676,2298211.37,1312
C00308742,699712.38,446
C00309567,389581.05,2382
C00309716,81.0,7
C00310532,985283.97,433
C00311043,146377.01,165
C00311142,17364.92,22
C00311308,260.0,8
C00311639,845329.14,435
C00311878,327.27,18
C00311944,86563.91,34
C00312017,14531.06,64
C00312223,719.33,15
C00312785,557.74,17
C00313247,1385718.34,461
C00313510,1260309.66,546
C00313700,1160.0,18
C00314575,615684.7,578
C00314617,16035.58,146
C00316455,433.34,1
C00318196,532.0,2
C00318766,1260.0,3
C00319319,1179.0,34
C00319681,500.0,1
C00319723,2902.67,21
C00320101,999.96,1
C00320218,9373.2,23
C00320432,57389.06,135
C00321943,350163.72,494
C00322768,15367.31,52
C00323048,1429.65,37
C00323352,110515.87,128
C00323576,4195.59,3
C00323758,1175.85,5
C00323923,81584.79,372
C00324673,5000.0,1
C00325076,305082.91,375
C00325092,2574.31,20
C00325324,1155.5,47
C00325332,23401.86,428
C00325357,24040.71,11
C00325464,86799.63,55
C00325639,4113.87,27
C00325647,700.33,2
C00325936,13196.8,300
C00325993,59153.43,16
C00326082,3648.45,7
C00326363,2080431.0,1085
C00326439,227039.63,62
C00326595,105.0,3
C00326751,22109.99,40
C00326801,52117144.7,4583
C00326835,30534.32,30
C00327023,1151965.44,768
C00327072,1185.24,17
C00327106,242779.42,198
C00327189,360329.08,54
C00327478,9512.14,50
C00328211,38868.82,39
C00328369,1093.02,13
C00329326,3500.0,2
C00329425,12217.0,3
C00330118,18488.82,37
C00330142,1279219.46,1224
C00330233,3594.54,13
C00330696,4557.5,7
C00330720,34016.49,15
C00330886,926966.22,675
C00330894,751.0,2
C00331314,7161.02,45
C00331397,1246045.09,617
C00331454,13326.11,2
C00331694,303463.56,193
C00331769,245558.29,119
C00331918,10800.83,25
C00332221,9819.04,63
C00332296,123309.62,42
C00332643,175.0,1
C00332841,3204.35,33
C00333104,2166.81,11
C00333427,75723.43,129
C00333666,17500.0,9
C00334029,600.0,1
C00334193,300.0,1
C00334383,46375.01,16
C00334417,1647.59,6
C00334706,89168.08,58
C00335257,8243.92,8
C00335570,253.28,1
C00336743,46855.21,277
C00337394,1370.0,1
C00337626,2017.18,20
C00337733,5083255.43,925
C00337808,1177.0,1
C00338020,194065.84,65
C00338558,51.95,2
C00339226,10884.59,13
C00339655,5619.71,41
C00340018,169.01,7
C00340075,15711.88,22
C00340356,4174.99,20
C00340364,1011.2,13
C00340455,871.0,17
C00341396,51395610.68,2292
C00341792,1025.0,3
C00341800,3597.39,29
C00342022,10005.88,24
C00342394,222.0,5
C00342857,247480.58,429
C00342907,36347.49,43
C00343137,58007.26,126
C00343459,22601.96,23
C00343574,127554.16,110
C00343871,60545694.42,2572
C00344010,383.33,12
C00344234,4319916.74,400
C00344325,31710.74,99
C00344473,711852.48,349
C00344648,65007.25,61
C00344697,47076.08,163
C00344721,687.24,19
C00344770,2056.8,48
C00344788,18237.91,18
C00345058,76556.62,32
C00345132,53244.65,37
C00345546,1623992.48,671
C00346130,239.6,8
C00346239,15872.56,9
C00346296,2250.0,2
C00346312,3017597.65,651
C00346353,625.0,2
C00346403,1840.0,22
C00346619,6714.31,12
C00346726,6100.12,31
C00347195,486735.4,217
C00347260,19842.4,7
C00347476,15364.52,23
C00347492,240890.28,31
C00347591,30694.36,11
C00347955,3292.13,22
C00348243,8647.37,67
C00348540,77373.0,11
C00348607,1406944.03,375
C00348623,1417.08,1
C00349217,477859.58,432
C00349233,373684.13,150
C00349506,9271568.24,2748
C00349902,6001.85,4
C00350744,1126.63,9
C00350991,117439.39,160
C00351015,2300.0,1
C00351031,68886.67,84
C00351197,16056.57,74
C00351270,3345.83,27
C00351379,2803.75,1
C00351924,6620.6,10
C00352922,80.0,4
C00353037,7973.17,11
C00353797,201.75,4
C00354332,11403.04,28
C00354548,4658.67,6
C00354605,5865.76,63
C00354688,1095805.39,888
C00354753,4331.78,8
C00355289,1500000.0,3
C00355677,7379.99,94
C00356477,3823.1,37
C00357863,297.64,3
C00357905,166184.38,66
C00358234,52.0,4
C00358440,3320.23,21
C00358663,2626749.56,640
C00358812,68357.86,31
C00358903,8142.24,16
C00358960,5565.16,3
C00358994,1264.94,8
C00359034,1665870.65,443
C00359075,2516.33,10
C00359380,5035.15,36
C00359463,2400.0,8
C00359539,55013.68,45
C00359588,282.18,2
C00359992,7929.65,7
C00360008,5683.2,39
C00360354,2951.7,25
C00360669,4051.21,2
C00361014,480.5,14
C00361410,103712.94,114
C00361485,29766.74,29
C00361758,1320.0,2
C00361949,9858.5,1
C00361956,32208.19,42
C00362178,15184.03,26
C00362236,12996.99,13
C00362624,49700.12,26
C00363317,8280.55,11
C00363648,168573.18,229
C00363770,10074.91,5
C00363838,3669.46,13
C00363879,7584.18,23
C00363986,14098.62,34
C00364109,2969.45,65
C00364133,43596.32,26
C00364158,32125.34,105
C00364174,6371.5,7
C00364778,594.62,1
C00365270,346183.22,168
C00365502,1440.67,8
C00365536,11061121.68,1685
C00365551,7206.82,8
C00366468,1719.39,14
C00366948,771484.58,451
C00367094,18318.76,5
C00367177,829.82,16
C00367862,1913870.53,759
C00367995,9.68,1
C00368332,15571.67,52
C00368522,857817.58,821
C00368696,744326.13,216
C00368720,0.0,2
C00369033,783730.93,601
C00369090,3785.69,14
C00369181,165413.4,244
C00369660,17074.05,22
C00369751,285.0,12
C00369801,1647799.86,860
C00370007,70.5,1
C00370056,569886.37,746
C00370122,153560.14,165
C00370130,53897.33,31
C00370221,416722.76,622
C00370577,1010.97,16
C00371203,1552112.63,410
C00371302,2269897.51,1498
C00371948,500.0,2
C00372201,36580.35,67
C00372367,20.0,4
C00372532,1358496.05,541
C00372722,1336.81,9
C00372862,120.0,4
C00373001,1112869.25,414
C00373050,149.8,6
C00373563,55714.0,7
C00373696,8957.74,51
C00373837,1140.81,24
C00373910,3028.81,46
C00374058,448022.03,722
C00374066,3644.32,2
C00374355,300.0,1
C00374363,358.8,12
C00374447,1458.63,9
C00375048,4848.73,19
C00375154,5061.14,9
C00375279,3940.13,35
C00375360,24855.93,49
C00375584,425869.31,272
C00375691,3700.0,3
C00376038,356717.95,143
C00376087,1530825.69,704
C00376343,13212.46,99
C00376582,3704.86,40
C00376665,31294.89,33
C00376673,881652.21,449
C00376756,6222.71,11
C00376939,11955463.2,1240
C00377143,179526.01,116
C00377168,1298.4,24
C00377598,592.5,5
C00377689,139031.49,95
C00378216,300.0,1
C00378356,500.0,3
C00378695,137939.33,53
C00378752,387.51,8
C00378950,2000.0,2
C00379180,6735.0,24
C00379479,142081.13,85
C00379735,4900118.66,600
C00379768,14297.87,24
C00379974,2294.05,30
C00380196,679.5,2
C00380352,4984.7,51
C00380527,0.0,2
C00380568,322818.7,104
C00380675,8180.0,20
C00380873,17708.89,41
C00381277,8964.5,3
C00381681,12826.62,44
C00381699,10000.0,2
C00381806,37151.33,34
C00381954,201.0,3
C00382028,18017.7,59
C00382143,3597.1,23
C00382150,1106.19,17
C00382283,1086.11,4
C00382424,11435.79,439
C00382432,417.47,5
C00382457,376.0,2
C00382556,14078.0,5
C00382796,165.0,11
C00383604,1850.2,26
C00383661,3225.6,32
C00383828,19874.42,85
C00383950,36233.44,13
C00383976,99323.06,212
C00384016,119.0,1
C00384057,1538337.34,526
C00384479,6344429.6,1041
C00384529,695015.33,539
C00384578,390.0,1
C00384693,15768.45,29
C00385039,388.02,1
C00385187,1921.87,1
C00385195,562.15,14
C00385377,23258.14,32
C00385393,29564.35,87
C00385534,47663.22,48
C00385740,729.04,3
