spender_id,total_amount,total_count
C00872200,40000.0,2
C00872226,40000.0,2
C00872275,19640.38,3
C00872457,68330.15,5
C00872507,107633.0,5
C00872549,56073.25,12
C00872655,1003478.37,1
C00872705,1171.55,12
C00872838,75000.0,2
C00872879,72740.0,1
C00873398,58289.0,2
C00873521,6347882325.0,1
C00873539,3500.0,1
C00873638,123295.94,19
C00873679,819260.39,50
C00873877,1144293.75,27
C00873901,2985489.48,141
C00874115,384252.9,25
C00874156,1348982.81,50
C00874354,20439.32,10
C00874404,44149.57,151
C00874503,1028979.89,11
C00874529,19000.0,2
C00874586,17738007416.0,2
C00874750,290791.6,15
C00874784,35450.88,8
C00874842,187282.72,7
C00874875,3245816.88,12
C00874909,579874829.0,1
C00874941,38799.98,4
C00875005,46600.0,4
C00875039,947440.0,4
C00875328,91296.65,5
C00875427,9978412568.0,1
C00875443,90000.0,3
C00875450,391272.8,14
C00875526,945915.08,10
C00875609,35000.0,2
C00875625,27655.0,1
C00875674,2819.09,2
C00875815,1890647.42,12
C00875856,2111275.41,24
C00876094,490000.0,4
C00876128,106623.0,5
C00876391,2852545.41,41
C00876482,17221685.32,170
C00876656,77040.0,4
C00876854,172790.48,12
C00877027,27825.0,4
C00877191,855961.23,65
C00877233,262863.5,11
C00877753,81767.1,9
C00877787,2650000.0,16
C00877886,72000.0,3
C00877936,24378.0,2
C00878033,497.69,14
C00878041,549960.0,2
C00878215,56183.71,5
C00878264,263354.26,5
C00878520,794215.2,2
C00878611,680627.6,10
C00878652,491326.34,24
C00878678,296427.94,9
C00878686,282897.14,6
C00878710,913.0,1
C00878728,9904.8,1
C00878801,112321879.52,30
C00879072,51050.0,2
C00879080,14798.79,12
C00879189,24000.0,2
C00879221,340000.0,2
C00879312,38997.48,5
C00879379,219946.44,9
C00879510,171961486.91,1177
C00879601,8685.6,5
C00879676,18500.0,1
C00879965,566300.0,22
C00879973,1133000.0,3
C00880070,393500.0,22
C00880138,1.0,1
C00880187,190000.81,7
C00880302,65000.0,3
C00880518,74939.04,5
C00880559,13400.0,2
C00880682,119200.0,9
C00880765,5083561.49,75
C00880815,93672.0,11
C00880849,13673.4,2
C00880906,649577.69,6
C00881011,3039.26,1
C00881474,3090434.15,51
C00881482,590572.0,12
C00881607,98112.2,8
C00881805,7346958.03,22
C00881896,250.0,1
C00881987,23591142.83,45
C00882019,170000.0,2
C00882050,2358817.0,11
C00882233,205384.74,77
C00882266,2321272.22,15
C00882381,3061545.91,56
C00882399,2711792.19,78
C00882431,182801.09,10
C00882555,4806118.9,44
C00882621,100783.6,3
C00882779,40265.6,7
C00882936,9000.0,1
C00882944,36085.0,3
C00883207,831894.7,4
C00883322,376061.0,7
C00883330,106500.0,2
C00883405,59322.8,3
C00883520,2109156.45,38
C00883561,174500.87,18
C00883660,41010.13,18
C00883785,228024.82,3
C00883827,6224326.48,8
C00884023,20564.63,8
C00884098,0.0,1
C00884239,373142.64,6
C00884395,108991.85,8
C00884817,514023.09,121
C00884874,233655.59,5
C00885137,451452.0,3
C00885145,14950.0,1
C00885400,751075.0,4
C00885640,60000.0,1
C00885707,1717889.98,65
C00885715,219615.42,59
C00885855,83392.73,13
C00885913,333500.0,10
C00885947,1400000.0,1
C00885954,30000.0,2
C00886002,358067.0,3
C00886093,758604.98,38
C00886242,14000.0,1
C00886317,43253.29,13
C00886614,18975432.96,96
C00886747,56042.12,3
C00886804,460700.0,1
C00886846,14049.33,2
C00886929,148988.7,26
C00887042,23914.59,24
C00887141,1964670.6,26
C00887182,942418.03,12
C00887208,69283.33,16
C00887414,756290.29,16
C00887703,504176.07,11
C00887729,112487.36,6
C00887778,244938.33,8
C00887851,444394.0,27
C00887901,32847.6,1
C00887968,1871000.0,4
C00887992,461571.43,14
C00888081,1627221.78,45
C00888172,4540195.1,51
C00888768,12000.0,1
C00888792,13631.49,2
C00888909,206223.88,10
C00888966,112379.2,4
C00889188,184815.0,14
C00889196,40000.0,4
C00889220,327987.07,21
C00889246,348537.34,17
C00889261,5000.0,2
C00889279,271970.32,17
C00889287,72279.08,1
C00889535,89851.0,4
C00889584,125122.0,3
C00889873,148322.53,7
C00889907,32162.25,14
C00889931,1803417.09,53
C00890020,157714.92,11
C00890053,2798467.8,168
C00890087,595000.0,3
C00890335,4556977.5,19
C00890392,413676.0,2
C00890640,504.0,3
C00890657,563696.24,5
C00890665,305000.0,6
C00890707,7894.74,2
C00890723,407218.9,504
C00891028,66907.96,7
C00891044,71824.67,5
C00891077,355235.17,11
C00891135,1398194.49,83
C00891234,43184.45,11
C00891259,974807.92,7
C00891275,589154.0,19
C00891291,20476000.0,5
C00891325,294516.02,6
C00891382,28380.0,3
C00891457,1455.37,1
C00891473,12512.83,19
C00891549,167244.54,5
C00891879,197461.31,10
C00891887,50000.0,4
C00891895,65885.91,4
C00891937,100000.0,2
C00892117,50000.0,3
C00893198,25278.89,2
C90006446,60000.0,1
C90009317,572366.16,42
C90009994,309805.0,3
C90010620,1211761.59,11
C90011156,11016167.97,793
C90011172,3288990.54,93
C90011800,158903.04,3
C90011826,753795.1,14
C90011891,114240.58,455
C90011974,10994.36,6
C90012071,96052.0,7
C90012956,38500.0,4
C90013269,238000.0,3
C90013582,62423.83,7
C90013897,38831.77,6
C90014101,81635.0,6
C90014580,44386.47,31
C90015140,990596.88,32
C90015256,3000.0,1
C90015322,34074.51,6
C90016023,609474.61,31
C90016106,87822.65,32
C90016437,700000.0,2
C90016510,706737.63,54
C90016577,10000.0,1
C90016627,906990.33,1766
C90016973,20419.86,83
C90017211,840838.64,89
C90017492,134646.35,95
C90017898,62386.35,869
C90017955,106559.59,4
C90017989,22100.0,2
C90017997,1982480.0,14
C90018045,291533.54,88
C90018177,350008.65,4
C90018227,411405.43,23
C90018300,768336.0,14
C90018334,212269.78,106
C90018367,919370.98,71
C90018391,33892.12,7
C90018730,503222.28,4
C90018771,3453.5,35
C90018904,8248943.05,654
C90019316,2066655.92,108
C90019357,159060.53,317
C90019407,50470.0,10
C90019472,1416309.9,70
C90019563,383500.0,1
C90019589,823217.45,7
C90019662,200000.0,1
C90019720,187201.42,25
C90019829,22432.72,7
C90019902,101446.51,9
C90019910,138931.55,7
C90019969,21058.44,1
C90019977,99386.0,4
C90020033,29028.82,23
C90020041,13130.32,32
C90020058,134694.99,5
C90020116,160405.72,96
C90020124,2250.0,2
C90020181,170371.98,4
C90020231,713835.5,168
C90020322,12489.72,8
C90020363,141227.28,99
C90020447,207175.03,8
C90020454,84468.19,5
C90020595,30670.21,2
C90020660,6192.01,4
C90021155,690319.37,54
C90021304,258533.67,37
C90021452,1257.0,1
C90021536,107746.0,6
C90021593,761615.09,30
C90021619,39095.13,1
C90021643,32837.28,5
C90021668,37491.1,12
C90021692,1133.74,3
C90021726,145237.0,36
C90021791,1308.19,16
C90021841,11479.0,6
C90021866,15570.69,7
C90021890,130403.66,967
C90021932,5863.79,11
C90022054,64106.7,1
C90022070,12000.0,1
C90022104,34089.88,13
C90022112,54663.83,6
C90022120,741377.84,71
C90022138,18063.7,2
C90022146,7832.99,3
C90022153,1934.89,1
C90022229,514091.6,23
C90022237,20000.0,1
C90022245,20000.0,1
C90022252,405745.04,39
C90022278,11687200.9,430
C90022286,61293.47,4
C90022294,5980.0,16
C90022310,696939.06,14
C90022328,3529920.23,41
C90022351,353127.62,276
C90022369,325000.0,3
C90022393,271343.8,17
C90022401,36325.76,1
C90022427,1482037.91,120
C90022443,224999.98,10
C90022450,50000.0,1
C90022468,89028.13,6
C90022476,493200.82,20
C90022484,451351.32,42
C90022500,709823.18,22
C90022518,4247968.95,4
C90022526,89561.5,3
C90022534,185461.81,4
C90022542,1177267.92,169
C90022559,334574.37,97
C90022567,90020.33,5
C90022575,461333.24,6
C90022583,8801.96,4
C90022591,123148.55,13
C90022617,78550.0,9
C90022633,3582513.42,4
C90022641,36333.0,10
C90022666,1228.92,1
C90022716,722268.75,8
C90022740,80554.38,23
C90022757,66506.7,2
C90022765,62466.34,4
C90022773,114912.21,8
C90022781,293576.92,18
C90022799,31248.66,2
C90022807,35820.0,15
C90022815,34842.66,6
C90022831,10900.0,4
C90022849,1407280.2,18
C90022856,158462.34,11
C90022864,458100.0,11
C90022872,300995.02,8
C90022880,18071.67,1
C90022898,322601.32,2
C90022906,26848.44,68
C90022914,3004.55,5
C90022922,190000.0,1
C90022948,2070.0,1
C90022955,1077500.0,8
C90022963,40000.0,1
C90022971,25000.0,1
C90022989,20000.0,2
C90022997,76999.29,2
C90023003,2614.14,1
C90023011,787671.8,2
C90023029,1190.91,1
C90023037,25051.69,34
C90023045,2546.17,2
C90023052,189666.67,2
C90023086,88004.25,3
C90023094,3020.85,1
C90023102,88405.53,1
C90023268,51423.94,1
C99002396,582102.1,17
