spender_id,total_amount,total_count
C00848739,10609.34,3
C00850487,133645.34,2
C00851584,523228.57,3
C00853119,75000.0,2
C00853135,22000000.0,4
C00853770,467337.53,9
C00853861,11831847.0,22
C00854299,8525964.32,60
C00858852,140000.0,3
C00859660,5343835.84,17
C00863472,1368100.5,30
C00864785,250000.0,1
C00865444,57338767.98,124
C00865923,269851.0,6
C00866350,17858.4,2
C00868604,67480.76,14
C00868984,8005.0,1
C00869073,4187.76,9
C00871012,228495.44,9
C00871368,6964494.22,46
C00873877,436725.85,24
C00873901,284118.99,21
C00874370,10676.74,1
C00875039,1810000.0,18
C00875278,6001374.82,30
C00875450,199074.16,2
C00876391,1421458.58,13
C00877233,249363.07,19
C00878025,1400.0,1
C00878264,1824334.41,37
C00879080,134721.63,14
C00879205,146630.0,10
C00879221,2129502.81,21
C00879510,15510389.36,298
C00881011,144280.31,79
C00881896,5000.0,1
C00882381,920.0,12
C00882431,20000.0,2
C00882480,32000.0,2
C00883520,410850.0,2
C00883785,73559.5,5
C00884023,10165.0,2
C00884510,58000.0,1
C00884577,10000.0,1
C00884924,2262959.28,29
C00885707,266290.66,22
C00886051,45200.0,3
C00886093,100500.0,9
C00886614,6420660.71,45
C00887182,623847.89,2
C00887323,19230.0,4
C00887729,100000.0,7
C00887968,400000.0,1
C00888065,103765.0,2
C00888081,1365076.26,85
C00888966,127442.35,4
C00889188,182387.38,9
C00889220,320000.17,4
C00890020,38014.94,2
C00890335,111358.44,9
C00890343,525456.0,3
C00890400,5087.16,2
C00890608,522663.7,16
C00890665,3250.0,8
C00890723,22000.0,2
C00890889,105000.0,5
C00890905,14943.34,1
C00891275,4000.0,1
C00891390,2827.76,1
C00891473,1000.0,1
C00892216,79210.0,1
C00892471,17535972.98,39
C00892653,478891.11,8
C00892984,38711.12,2
C00893198,2606413.48,47
C00893461,12300.0,5
C00894063,381968.62,6
C00894071,752181.16,25
C00894394,35000.0,2
C00894428,902547.32,4
C00894709,20016693.0,12
C00894717,179104.23,4
C00895011,9375.0,1
C00895698,63250.0,7
C00895730,88321.5,4
C00896365,13088992.95,95
C00896548,657533.35,30
C00897280,80.0,1
C00897314,645824.0,20
C00897363,96586.5,11
C00897926,1184480.74,19
C00898114,71534.04,7
C00898130,13434655.12,27
C00898270,107885.9,3
C00898379,594108.93,7
C00898833,196382.8,7
C00898890,750000.0,2
C00899419,1256809.08,37
C00899427,1693832.29,37
C00899682,44440.12,1
C00900571,66790.94,5
C00900993,3859121.4,56
C00901025,9545.0,2
C00901223,25122662.07,32
C00902106,185074.06,70
C00902189,130233.03,34
C00902254,38725.0,4
C00902320,12196206.6,22
C00904482,3093152.02,21
C00904623,1705297.38,35
C00904706,169047.0,11
C00904730,45230.4,3
C00904797,568176.0,12
C00905612,386725.49,4
C00905992,593177.5,9
C00906263,10816740.52,33
C00906610,390750.0,4
C00906685,1882772.5,24
C00906701,3700217.73,33
C00906941,1500.0,1
C00907188,198871.69,8
C00907485,43761.0,1
C00908160,220376.72,17
C00908707,4945788.61,28
C00908723,7484113.45,73
C00909135,149486.3,2
C00909994,193072.95,73
C00911099,8718.56,1
C00912337,278045.34,20
C00912477,333000.0,13
C00912865,3870547.27,10
C00913020,120390.58,6
C00913087,132000.0,4
C00913178,494067.46,11
C00913269,211904.86,13
C00914259,352761.75,5
C00914432,17156.89,1
C00914689,130819.68,259
C00914796,550858.58,32
C00914838,940000.0,3
C00915173,2062.5,2
C00915181,4750000.0,14
C00915199,313510.0,11
C00915520,734274.0,5
C00915595,3098203.67,22
C00916130,42915.26,10
C00916379,10050.01,1
C00916692,12358867.76,61
C00916924,158500.0,2
C00917203,11000.0,2
C00917237,20706.66,4
C00917427,90988.0,3
C00917716,72500.0,1
C00918227,1467486.0,4
C00918268,15132274.94,46
C00919035,189750.16,11
C00919191,16000.0,3
C00919332,5600.0,1
C00919373,3274590.82,30
C00919878,77931.4,2
C00919944,76056.48,3
C00920199,1459202.23,22
C00920298,7600.0,1
C00920512,26675.0,5
C00920751,20000.0,1
C00921262,300000.0,1
C00921775,176041.06,13
C00922096,5594938.77,18
C00922187,1630000.0,6
C00922229,1870275.13,28
C00922294,942106.17,15
C00922955,3180500.39,26
C00923417,17224117.88,132
C00923516,2113016.74,27
C00924159,8840.0,5
C00924266,45000.0,2
C00924282,749780.0,3
C00924423,116654.55,8
C00924951,853812.59,17
C00925065,1000000.0,1
C00925933,231144.48,10
C00926212,31894.26,2
C00926675,352575.9,14
C00927301,123182.0,1
C00927426,573870.93,11
C00928069,2482687.65,37
C00928259,300000.0,3
C00928374,15964201.7,117
C00928390,7365832.1,88
C00928986,170165.98,6
C00929414,106360.0,4
C00930099,1000047.87,8
C00930438,5419963.09,98
C00930495,262424.0,8
C00930966,179900.0,5
C00931048,348448.16,12
C00931436,700727.0,13
C00931774,3116228.03,43
C00931808,1543297.28,23
C00932707,4886822.01,22
C00932723,6909705.8,55
C00932897,315065.0,6
C00933085,32833.58,6
C00933168,1821776.66,11
C00933358,214707.1,3
C00933564,2222370.33,13
C00934059,11000.0,1
C00934307,232500.0,4
C00934406,6987.64,20
C00934463,59040.67,4
C00934596,10500.0,1
C00934604,12000.0,1
C00934851,1075339.62,14
C00934976,3200.0,5
C00935015,3820175.12,64
C00935049,4379242.74,24
C00935536,23500.0,1
C00935767,42116.29,10
C00935809,1952111.69,12
C00935973,13381729.58,50
C00935999,19684.32,4
C00936153,1747524.0,21
C00936591,10772797.32,56
C00936724,9795824.06,64
C00936831,5389.95,1
C00936997,3125000.0,10
C00937094,2257646.24,32
C00937763,262500.0,5
C00938415,353973.49,14
C00938506,20000.0,1
C00938589,332168.82,11
C00938761,48000.0,1
C00938910,250836.31,12
C00939124,1951230.0,11
C00939678,33744.24,2
C00939793,2882.8,8
C00940007,81018.0,3
C00940064,241278.28,5
C00940346,944841.97,61
C00940585,200000.0,1
C00940957,9522193.37,30
C00941021,880000.0,3
C00941518,183000.0,3
C00941690,2022811.99,65
C00941724,143002.76,13
C00942169,336668.31,34
C00942201,59986.96,6
C00942425,10000.0,1
C00942847,76200.0,5
C00943316,59606.56,9
C00943332,406375.05,4
C00943381,149395.0,3
C00943753,6698000.0,11
C00943811,11000.0,2
C00943910,3774027.44,48
C00944025,14500000600.0,13
C00944124,25000.0,1
C00944157,86447.0,2
C00944322,2442849.35,30
C00944371,3943595.45,16
C00944389,3159504.81,69
C00944397,771160.52,7
C00944611,2353093.04,37
C00945105,25000.0,1
C00945196,24000.0,1
C00945303,702745.33,37
C00945410,95000.0,3
C00945436,181222.49,2
C00945618,411759.36,3
C00945709,10000000300.0,6
C00945733,2825476.86,18
C00945824,801665.0,38
C00946012,275414.82,3
C00946087,14001000300.0,10
C00946178,196148.49,4
C00946210,7201.8,3
C00946509,372482.58,4
C00946590,48489.53,3
C00946624,1576430.68,46
C00946814,82530.0,3
C00946830,4315473.57,18
C00946921,1493711.63,27
C00947028,637075.45,19
C00947200,69280.45,14
C00947275,1372000.08,29
C00947317,74109.2,3
C00947531,8739.9,4
C00947614,24500.0,2
C00947721,258224.16,11
C00947911,751906.45,11
C00948018,62177.14,4
C00948059,1232008.79,72
C00948075,120296.24,5
C00948208,3144754.4,41
C00948216,701515.31,19
C00948422,76319.0,5
C00948521,2543215.57,25
C00948562,15000.0,1
C00948653,588000.0,5
C00948695,1853480.91,3
C00948828,485000.0,2
C00948844,84911.98,2
C00948851,357242.18,7
C00948976,41000.0,2
C00949065,43717.28,13
C00949115,1561988.42,22
C00949248,5600073.66,34
C00949487,320000.0,3
C00949636,148282.4,4
C00950030,1875000.0,4
C00950097,485213.07,13
C00950188,6000.0,1
C00950345,1182991.85,18
C00950352,1500000.0,1
C00950600,7502866.73,27
C00950717,100743.5,11
C00950865,133247.25,28
C00951269,752400.89,3
C00951301,6500.0,1
C00951426,1307287.0,8
C00951483,845400.0,5
C00951665,350000.0,3
C00951723,25000.0,1
C00951806,12657.0,1
C00952028,53724.8,2
C00952093,52414.0,5
C00952259,17344928.9,43
C00952267,195250.0,3
C00952630,250175.0,19
C00953141,700000.0,3
C00953257,1219697.89,49
C00953299,1488439.0,6
C00953398,3348193.89,4
C00953406,378253.5,6
C00953646,92261.76,2
C00953810,69000.0,4
C00954388,225945.53,12
C00954503,1967713.01,46
C00955393,447312.14,12
C00955591,58093.91,6
C00955856,56364.88,1
C00955948,1436435.93,5
C00956144,507954.09,16
C00956284,581204.6,4
C00956292,1115286.83,4
C00956425,1113212.94,9
C00956490,690388.02,21
C00956581,356145.5,8
C00956623,18019.84,2
C00956904,1038514.0,2
C00956920,15006.17,2
C00956961,1698626.0,9
C00957100,11080.0,19
C00957175,417250.0,2
C00957316,72466.06,10
C00957340,26000.0,1
C00957357,36183.21,4
C00957423,28738.34,3
C00957522,3959017.36,18
C00957555,835492.91,36
C00957845,1339312.75,6
C00957928,1367658.0,7
C00958124,18933.5,3
C00958744,261450.0,9
C00958843,162500.0,2
C00959684,16000.0,1
C00960211,63809077.89,17
C00960245,100000.0,2
C00960385,190000.0,7
C00960435,61080819.36,314
C00960658,249797.12,4
C00961060,2000000.0,1
C00961227,1310543.64,4
C00961342,1187382.5,2
C90009317,81512.12,48
C90010620,306472.13,2
C90011156,18127.26,8
C90011172,2091445.0,3
C90011578,1000000.0,6
C90011800,72360.42,5
C90013525,6880.0,2
C90015140,300000.0,2
C90015181,1102022.75,26
C90015868,13011.1,18
C90016023,66920.01,3
C90016783,17155.04,4
C90017492,40759.75,12
C90017955,11539.75,2
C90018334,82700.0,4
C90018904,740620.73,378
C90019357,1591.92,4
C90019902,32847.8,2
C90019969,40000.0,1
C90019993,21551.61,9
C90020041,793.18,14
C90020116,31557.0,13
C90020363,12061.65,11
C90020447,8025.14,2
C90021726,52942.85,13
C90022427,765310.0,4
C90022476,150558.32,19
C90022500,80948.33,2
C90022591,403520.02,25
C90022914,17500.0,4
C90022989,48855.94,3
C90023284,15000.0,1
C90023292,100000.0,3
C90023300,19981.62,97
C90023318,1823.59,4
C90023326,341239.0,2
C90023334,27000.0,1
C90023342,91000.0,1
C90023359,12639.07,26
C90023383,100426.86,4
C90023409,3932.02,3
C90023425,50000.0,1
C90023433,265321.28,6
C90023441,1065.99,2
C90023458,182301.62,7
C90023466,3434.75,1
C90023474,745910.24,9
C90023482,55690.35,7
C90023490,700000.0,3
C90023508,5384.12,3
C90023516,12676.95,1
C90023557,2875.85,4
C90023565,979984.67,5
C90023573,5830.0,4
C90023581,330390.06,6
C99002396,1052958.0,10
