cmte_id,total_amount,total_count
C00033589,1086.0,18
C00033779,15516.45,52
C00034033,269347.0,322
C00034066,11351.0,13
C00034157,386.0,6
C00034256,967.9,5
C00034470,-708.75,6
C00034488,3560.14,22
C00034595,386.31,1
C00034645,11379.26,32
C00034678,80.0,4
C00034785,12897.73,33
C00035451,87202.84,63
C00035519,381.4,24
C00035535,4598.4,20
C00035600,312647.57,346
C00035618,121784.53,354
C00035675,2194.54,16
C00038505,4333933.8,5570
C00038604,11745.84,49
C00039214,3632.4,27
C00039321,469.21,13
C00039461,505.03,10
C00039578,107606.41,73
C00040220,1464082.45,627
C00040253,4531.41,35
C00040279,7938.35,24
C00040394,36.18,1
C00040568,77.71,2
C00040584,1286.44,21
C00040659,976.0,2
C00040725,3585.75,19
C00040857,1029515.53,3388
C00040949,17730.79,13
C00040998,1268449.53,48
C00041160,1027935.73,1527
C00041236,31321.33,96
C00041269,1653397.74,1288
C00041566,4175.15,36
C00041590,7108.19,54
C00041954,25656.7,11
C00042002,30.0,1
C00042366,135207786.8,9632
C00042622,105786.21,63
C00042895,1950.0,1
C00043059,11392.83,25
C00043091,13285.47,31
C00043471,711.44,11
C00043919,9871.56,4
C00044776,994693.28,538
C00044842,1641398.59,1121
C00044990,405529.79,311
C00045781,614.18,11
C00046086,973.8,18
C00046474,3.0,1
C00048181,2004.24,16
C00048702,891.86,12
C00051979,1425.26,5
C00053553,930194.49,167
C00055582,1243602.99,887
C00056523,158.77,6
C00059733,929.58,17
C00060103,263.0,12
C00060707,243347.61,124
C00062836,20314.89,14
C00063164,10168.84,24
C00064766,47615.11,29
C00064774,13952.73,7
C00065219,19952.41,41
C00065870,21292.24,14
C00066472,20581.08,332
C00067231,8145.3,30
C00067884,1333.0,1
C00068353,943580.2,531
C00068692,73.0,2
C00071365,214214.09,221
C00072025,259094.83,1574
C00072751,208.45,1
C00073056,38843.71,94
C00073627,1264.14,20
C00073791,436365.95,122
C00074096,1482.9,32
C00074393,2000.0,4
C00074450,2303496.77,1079
C00075275,681.24,16
C00075820,126425538.91,7772
C00076299,14024.87,25
C00076737,107.5,9
C00076810,1158.0,16
C00076893,278.63,1
C00077321,6899.38,22
C00077701,278.5,2
C00078196,513823.9,233
C00078287,1102.27,2
C00078451,945.36,14
C00079541,70205.33,177
C00079566,10000.0,2
C00079681,7037.22,23
C00080135,289.5,3
C00080648,2604.86,37
C00081273,2289.22,1
C00081414,10449.67,14
C00081547,3123.53,22
C00082040,207.46,5
C00082271,977.27,9
C00082792,2283.9,6
C00082834,3356.56,20
C00082917,0.0,2
C00082925,832158.84,516
C00083279,554828.49,39
C00083428,206805.31,26
C00083758,94.98,4
C00084061,626.12,10
C00084368,777781.93,351
C00084475,14208.34,16
C00084491,54796.89,25
C00084871,3518.77,22
C00084954,15109.0,2
C00085506,70452.14,428
C00085910,9007.58,22
C00087874,1553.54,17
C00088435,147.65,2
C00088591,168284.03,44
C00089086,7915.03,24
C00089136,7148.38,47
C00089243,586085.51,287
C00089458,30953.92,19
C00089482,7302.06,5
C00090357,3401.28,16
C00090415,634.85,14
C00091561,471764.72,163
C00092247,12688.29,72
C00092957,31804.77,187
C00093963,6113.33,1
C00094581,341.74,10
C00096156,1552447.47,108
C00096412,1152978.02,752
C00097196,512.13,1
C00097485,2230.65,21
C00097568,6968.31,19
C00097725,480.0,24
C00097865,11566.22,35
C00099259,1183992.13,2609
C00099267,640993.8,228
C00100107,1264.76,10
C00100321,4450.0,1
C00100644,92527.72,123
C00100693,6511.36,22
C00101105,500.0,2
C00101204,223.09,9
C00101592,22.0,1
C00101626,23768.78,29
C00101766,405.0,27
C00102368,52210.02,68
C00102764,71961.45,26
C00103549,0.0,2
C00103861,4244.65,6
C00103903,22750.0,7
C00103937,680.31,11
C00104109,1725.12,18
C00104299,50.0,2
C00104455,1005.83,17
C00104471,75233.08,26
C00104802,1300.5,24
C00104901,32146.36,17
C00105338,13544.6,23
C00105668,1562329.48,426
C00105973,447642.79,497
C00105981,22282.9,102
C00106146,19567.33,58
C00106435,4157.76,87
C00107136,4829.07,22
C00107235,264053.98,35
C00107300,460.2,1
C00107771,700.95,11
C00108035,16386.4,40
C00108209,107.62,3
C00108613,212021.47,355
C00109546,414.91,1
C00109595,159.37,2
C00109678,947.14,14
C00109819,1244.98,20
C00110262,357.71,4
C00110478,4346.75,21
C00110585,2470.15,15
C00111237,3300.0,2
C00111278,59782.48,61
C00111302,2262.4,22
C00111476,1765.32,4
C00111534,350.0,7
C00111559,330.0,11
C00112763,129.93,1
C00112995,403.0,1
C00113019,163960.59,47
C00113225,21727.85,19
C00113241,81402.7,165
C00113803,19430.59,80
C00113811,89464.99,20
C00114025,5115.84,26
C00114108,16689.97,30
C00114132,2957.77,23
C00114314,251.88,5
C00114439,785986.46,850
C00114694,942.0,15
C00114702,14875.0,1
C00115527,110407.98,68
C00116020,-100.0,1
C00116632,858794.98,386
C00118430,1849.41,56
C00118919,3152.24,23
C00118943,9367.78,50
C00120030,4004.57,16
C00120055,592458.35,143
C00120873,200.0,8
C00121350,8595.03,12
C00121368,240.0,16
C00121582,7566.3,30
C00122101,10480.97,113
C00122499,10417.59,12
C00123612,433.63,8
C00125534,209389.44,58
C00125641,4634.34,52
C00125732,1076.21,23
C00126086,360.0,1
C00126763,32735.02,77
C00126847,1000.0,1
C00127258,450.0,4
C00127779,25.0,1
C00127811,22142.68,42
C00128678,2221.25,4
C00128876,11548.68,7
C00128918,1010.0,2
C00129189,699.0,1
C00130658,2635919.83,748
C00130831,16614.9,4
C00131185,525030.74,137
C00132282,4398.81,48
C00133611,1219.0,2
C00134676,11400.0,24
C00134726,1749.64,4
C00135368,-232.24,71
C00135541,40608.39,98
C00135558,239365.23,344
C00136200,444456.44,250
C00136457,1887810.57,1544
C00136689,6460.0,6
C00136853,79972.26,76
C00137265,1676.0,13
C00137729,139.26,9
C00138966,4417.58,7
C00138974,2200.38,12
C00139071,4951.91,34
C00139477,857.43,21
C00139519,123.54,2
C00139600,313065.45,86
C00139659,431547.94,433
C00139964,1292.83,16
C00140061,17198.72,24
C00140590,2183065.5,251
C00140715,2120517.85,924
C00141044,474.67,1
C00141218,1187.93,6
C00141572,132210.74,74
C00141747,1506.29,4
C00141812,932606.55,442
C00142299,8482.23,25
C00142711,700.0,8
C00142786,166.75,7
C00143230,697749.28,639
C00143438,190.0,1
C00143560,-472.13,3
C00143743,3753851.37,3391
C00143867,99.07,2
C00144170,1410.3,9
C00144261,57231.01,61
C00144345,6234.98,71
C00144766,2094.23,21
C00145037,1735.74,11
C00145342,7250.0,4
C00145623,9410.06,29
C00145862,5066.14,8
C00146506,216.0,12
C00147173,26110.11,70
C00147231,1846.62,20
C00147512,8707082.85,840
C00147975,44544.22,26
C00147983,3028.0,3
C00148999,664170.3,509
C00149641,83553.81,198
C00150045,2625.0,1
C00150367,12489.78,103
C00150672,7152334.11,175
C00150797,2710.65,22
C00150805,269.61,1
C00151175,120.68,2
C00151340,102603.82,12
C00151688,4008.0,13
C00151787,334.52,22
C00152280,2010.59,26
C00153031,5666.0,8
C00153684,205850.15,31
C00154104,717.19,11
C00154625,3736862.06,543
C00155440,62553.29,27
C00155952,716572.25,326
C00156216,50.0,10
C00156554,218.29,13
C00156612,7172.84,31
C00156810,1553799.47,939
C00157677,15.76,1
C00157941,282091.22,80
C00157958,5746.95,22
C00158402,38193.49,20
C00158576,2284.81,15
C00159319,4215.67,4
C00159954,10265.77,23
C00160259,4178.77,35
C00160937,547848.57,575
C00161067,14549.0,25
C00161265,33788.3,13
C00161414,36.0,1
C00161422,2807.8,1
C00161786,3040481.27,882
C00161810,468187.56,349
C00162339,1313925.88,718
C00162578,90703.22,38
C00162818,24684.0,4
C00163048,8051.78,23
C00163212,682.08,23
C00163238,127.5,1
C00163253,790.62,2
C00163832,2888.49,7
C00163956,26288.11,7
C00164145,13050.0,6
C00164418,263227.03,788
C00164509,525.0,15
C00164848,5754.27,7
C00164939,325.12,1
C00165142,42706.99,68
C00165159,526666.12,103
C00165324,356.25,1
C00165472,760.19,14
C00165548,112115.45,47
C00165688,107338.92,49
C00165944,1201.0,1
C00166074,4212.97,1
C00166272,1998.18,18
C00166348,1990.0,2
C00166355,14491.21,22
C00166504,7707.71,3
C00166553,234.19,2
C00166710,436821.97,530
C00166827,152.04,8
C00167015,521718.82,247
C00167130,1019313.67,352
C00167213,162866.06,324
C00167320,1151474.75,528
C00167346,374928.38,531
C00167585,1247695.23,420
C00167684,400.0,4
C00167759,1213.27,7
C00168070,2015.28,1
C00168864,2522.82,24
C00169441,9774.0,10
C00170175,30879.65,68
C00170258,29443.88,54
C00171330,36302.59,11
C00171504,2055.3,66
C00171926,997.2,18
C00172296,514028.36,85
C00172361,20322.12,12
C00172510,481864.49,718
C00172619,488172.07,543
C00172833,4987.84,20
C00172841,8629.02,57
C00173096,1145.5,15
C00173393,1657.53,23
C00174334,9398.41,5
C00174847,29423.79,28
C00175521,7289.25,7
C00178038,1707106.19,883
C00178418,19740.35,16
C00178541,8800.0,4
C00179408,208349.51,57
C00186064,132.0,3
C00186288,185.72,1
C00187450,48400.77,76
C00188011,73.24,1
C00188078,13202.22,16
C00188177,1146.88,28
C00188193,16994.79,54
C00188367,560528.46,513
C00189100,6036.27,8
C00189266,1125.0,9
C00190934,367087.04,545
C00190991,27455.57,23
C00191247,169190.94,64
C00191288,32057.67,20
C00192062,24240.62,18
C00192153,205.6,17
C00193342,4933813.56,438
C00193433,61046686.88,12162
C00193441,4344.67,18
C00193623,317167.6,347
C00193631,9184.35,36
C00193854,13326.89,62
C00194647,4440.3,90
C00194746,5890.5,8
C00194803,54657.0,12
C00195024,4318.73,8
C00195628,242832.79,383
C00195891,385.05,12
C00196089,3597.58,31
C00196246,1460.56,20
C00196253,0.01,1
C00196428,1138.44,22
C00196444,27270.86,16
C00196725,10244.33,37
C00196774,1105148.62,690
C00196915,51066.15,54
C00197095,2306.31,9
C00197103,5227.64,3
C00197160,25871.17,55
C00197715,68975.76,41
C00197749,2666.32,24
C00198861,2400.0,24
C00199257,8542.19,8
C00199703,1861.04,22
C00199711,36.22,1
C00200584,1056521.85,685
C00200865,149840.61,75
C00201533,742.43,23
C00201871,5360.38,8
C00202176,4245.97,23
C00202184,1867.77,46
C00202416,64888.74,31
C00202804,9556.59,3
C00203497,223093.5,41
C00204180,1360.0,2
C00204370,17866.37,53
C00204453,10000.0,8
C00205369,3521.61,4
C00206177,64866.42,30
C00207308,14.0,7
C00207399,18835.73,64
C00207993,372932.49,301
C00208249,967.05,1
C00208322,865.65,6
C00208439,1014.88,2
C00208991,162477.48,34
C00210344,1804.17,9
C00211318,594947.35,65
C00211524,49380.39,9
C00211763,249371.9,55
C00212423,7354.18,15
C00212522,80483.49,2
C00212787,160748.05,234
C00213066,7744.7,13
C00213173,5706.5,48
C00213348,3500.0,2
C00213512,10807416.14,1377
C00213645,1332.0,2
C00213819,5916.07,106
C00214072,794.5,17
C00214148,5573.85,20
C00214643,70118.6,59
C00214809,2258.76,2
C00214981,4225.35,31
C00215129,8755.54,8
C00215285,2600.0,1
C00215699,225.0,15
C00215905,899015.05,757
C00216127,24598.08,5
C00216184,4650.0,10
C00216614,865513.31,1354
C00216770,2164.44,32
C00216895,13631.24,25
C00217877,207.85,1
C00219121,54.0,18
C00219444,19268.91,44
C00219568,15060.52,34
C00219642,300870.81,17
C00219881,60287.13,27
C00220269,4525.19,4
C00220558,18903.68,22
C00221077,4147.23,35
C00221507,633.73,23
C00222000,5131.28,1
C00222422,4732.0,26
C00223073,1431.38,3
C00223297,1540.0,2
C00224691,1681.72,4
C00224717,1840220.16,12842
C00225342,53103.43,53
C00226522,1599133.44,848
C00226928,2662413.22,785
C00227546,8203.17,47
C00227744,312092.66,36
C00228106,506.0,1
C00228296,13311.61,6
C00229104,44768.43,47
C00229377,402702.08,70
C00230342,1460358.59,1298
C00230482,10677677.81,1360
C00231076,1200.0,1
C00231670,500.0,2
C00232629,834.15,1
C00232835,6333.5,8
C00232967,524.05,3
C00233049,9075.0,9
C00233353,10200.0,24
C00233361,10899.84,41
C00235184,4705.03,14
C00235572,136741.23,121
C00235655,619112.48,164
C00235739,1269.41,25
C00235762,850.0,3
C00235853,72388.31,821
C00235929,236.05,3
C00236414,116.38,7
C00236489,46819.7,89
C00236513,23643.36,21
C00237495,6973.63,11
C00238204,143045.62,264
C00238444,44360.76,133
C00238725,188092.97,22
C00238865,1433058.83,726
C00238907,460732.5,329
C00239038,9237.0,11
C00239780,245.68,4
C00239848,3878.69,31
C00239905,2201.48,18
C00240457,658.27,22
C00240796,129.79,17
C00240911,2110.51,26
C00240986,5823.33,11
C00241083,46296.19,180
C00241323,1118.95,62
C00241349,2881.81,5
C00241380,3547.51,6
C00241851,113.98,6
C00242057,1774.27,18
C00243428,14639.38,49
C00243659,38874.95,5
C00244335,319606.68,257
C00244533,23677.36,36
C00244863,11764.63,22
C00245548,9810.15,78
C00246306,1883.49,25
C00247403,353000.55,384
C00247981,195.24,11
C00248658,4863.82,24
C00248849,9000.0,2
C00248948,35577.0,36
C00249342,9985.61,26
C00250027,2801.45,22
C00250399,1365540.82,1078
C00250753,25526.66,57
C00250993,36914.15,55
C00251132,3500.0,6
C00251447,5528.46,34
C00251751,3.93,1
C00251876,1751.57,8
C00251918,3149.69,2
C00252056,37129.77,13
C00252338,1129.78,25
C00252395,151506.89,84
C00252551,93661.96,154
C00252684,5290.09,14
C00252825,2788.73,6
C00252940,147983.74,1214
C00253153,1652.54,20
C00253187,61795.21,72
C00253260,146111.91,192
C00253294,985425.25,689
C00254185,10975.62,41
C00254193,15973.34,10
C00254490,16179.16,14
C00254573,91163.23,94
C00254938,23166.56,78
C00255091,476.28,41
C00255562,1581748.93,557
C00255695,3663367.01,1889
C00255752,206629.34,101
C00255976,3510.0,3
C00256453,424.96,20
C00256925,808443.85,582
C00257121,190480.45,278
C00257279,129554.96,279
C00257329,132.8,8
C00257337,3611853.67,950
C00257642,24982499.5,3856
C00257956,35247.5,63
C00258236,16854.29,26
C00258244,217.82,1
C00258475,1638172.52,443
C00258855,27192.32,52
C00259143,144027.47,183
C00259481,669490.34,209
C00259572,6954.85,15
C00261339,250.0,1
C00261891,8255.39,10
C00263053,124517.01,304
C00264101,46440.16,44
C00264564,828616.64,456
C00264689,44055.29,43
C00264697,3018973.35,744
C00265033,3027.2,26
C00265603,308888.65,171
C00266585,369.74,1
C00266932,25635.82,22
C00266940,3131615.41,803
C00267385,8562.07,12
C00267849,176253.44,8
C00268904,11.0,3
C00269241,32.0,2
C00269340,25401.75,38
C00269779,397.13,10
C00269837,144720.63,150
C00270934,161786.74,354
C00270967,1322.96,24
C00271312,477760.18,382
C00271338,3513477.46,849
C00272153,4450.41,3
C00272211,178093.48,124
C00272724,6555.32,24
C00273003,12.0,1
C00273169,4395048.88,715
C00274423,40453.92,123
C00274944,4826.5,42
C00275230,1500.0,2
C00276485,687.64,4
C00276592,740.55,3
C00276659,11672.38,9
C00277335,372557.23,380
C00277541,296716.08,480
C00278101,9489.01,340
C00278689,5701.15,10
C00279182,4208.0,4
C00279216,339.16,13
C00279224,53.65,3
C00279331,1322.0,3
C00279380,38124.62,47
C00279455,0.83,1
C00279802,133150.72,394
C00279828,9397.95,8
C00279851,1284114.1,769
C00280222,162380.21,61
C00280743,704.81,29
C00281162,576.06,1
C00281212,1059.76,17
C00282327,2134.64,10
C00282343,20583.44,24
C00283135,24081.82,25
C00283432,6459.69,81
C00283523,1204.0,3
C00283606,383.93,1
C00284810,692.0,1
C00284885,3397.31,31
C00285171,650740.23,406
C00285254,30192.7,78
C00285593,5385.69,4
C00285783,200.0,1
C00286187,22235.63,44
C00286401,8093.19,8
C00286500,988035.03,242
C00286880,9772.92,27
C00287045,1255.49,12
C00287714,376.3,13
C00287904,823129.89,645
C00287912,1295819.83,543
C00289603,2220106.8,1210
C00290064,222745.31,246
C00290304,9858.57,31
C00290502,367.39,2
C00290825,2725713.96,433
C00290973,170.73,4
C00291914,6534.6,15
C00293910,289900.0,14
C00295097,37.0,2
C00295527,14611.27,108
C00295964,70843.21,25
C00296640,1056627.58,311
C00296822,221.06,1
C00297531,23117.73,70
C00297630,1800.0,6
C00297739,5649.12,40
C00298000,3642719.14,620
C00299396,49825.43,23
C00299404,9475.87,16
C00299867,6362.06,4
C00300178,386.31,1
C00300236,20355.0,133
C00300376,3203.77,24
C00300418,468.93,1
C00300707,4197.74,77
C00300731,111254.93,175
C00300921,3173258.84,1718
C00301838,2231459.23,602
C00301929,2672.09,13
C00302240,2058.94,19
C00302844,316.09,5
C00303024,251221.8,16
C00303305,884191.41,367
C00303339,218265.41,120
C00303883,500.0,2
C00304634,2267.29,31
C00304709,928095.36,768
C00304758,400110.6,445
C00305052,1294.51,1
C00305318,1163233.37,312
C00305805,128507.74,209
C00306035,19500.56,20
C00306175,270.0,10
C00306449,11898.98,22
C00306860,11666.0,12
C00306894,8279.85,58
C00307314,839505.55,782
C00307777,1550.0,1
C00307991,45754.83,110
C00308387,29000.0,21
C00308460,410.0,1
C00308478,7449.0,23
C00308676,8687120.45,1402
C00308742,1193059.89,587
C00309567,608568.1,2057
C00309716,1053.32,12
C00310532,1365074.07,609
C00310896,3000.0,3
C00311043,721492.8,320
C00311142,21613.41,17
C00311308,320.0,16
C00311639,760889.53,449
C00311878,336.83,7
C00311944,76489.13,30
C00312017,373838.74,411
C00312223,929.19,13
C00313247,877503.72,419
C00313510,1137602.32,571
C00313700,131.0,2
C00314575,759051.16,561
C00314617,-11500.69,127
C00315713,254.52,1
C00317503,44948.77,38
C00318196,500.0,2
C00319319,1194.19,35
C00319723,801.02,15
C00320176,1306.24,2
C00320218,10151.84,21
C00320432,24631.12,95
C00321158,359.78,1
C00321596,1629.84,5
C00321943,548179.83,696
C00322560,2996.8,2
C00322768,5421.38,13
C00323048,1295.07,38
C00323352,51167.39,58
C00323576,1750.0,1
C00323659,6.5,1
C00323758,706.0,1
C00323923,49714.42,117
C00324673,3758.59,11
C00325076,339031.72,466
C00325092,51.31,1
C00325324,1913.13,88
C00325332,2242.52,41
C00325357,24939.7,15
C00325464,24083.31,32
C00325639,156.28,10
C00325647,2219.13,1
C00325936,20899.0,205
C00325993,212586.35,98
C00326082,367756.52,214
C00326363,1849682.57,893
C00326439,575440.34,235
C00326595,175.0,5
C00326751,23564.03,55
C00326801,3535754.94,1675
C00326835,71277.13,61
C00327023,1007872.94,818
C00327072,1152.19,14
C00327106,46304.48,118
C00327189,374001.64,76
C00327395,1003.71,9
C00327478,10940.35,47
C00327593,389.94,1
C00327783,1870.75,1
C00328211,33866.13,42
C00328401,205.2,2
C00329185,339.89,1
C00329425,4732.92,53
C00329896,42187.1,36
C00330118,17881.08,48
C00330142,1426174.85,1724
C00330233,3171.46,13
C00330696,3251.0,6
C00330720,155617.6,49
C00330886,6416699.66,998
C00330894,1627.33,26
C00331314,10678.93,113
C00331397,1452267.6,577
C00331454,250.0,1
C00331496,1406.0,18
C00331694,327869.63,244
C00331769,1877768.15,900
C00331918,7377.7,14
C00332221,35195.73,93
C00332296,279669.26,67
C00332395,76.0,2
C00332643,175.0,1
C00332833,25.0,1
C00332841,7043.3,21
C00333104,5390.83,58
C00333427,92143.95,190
C00333534,117.0,2
C00333666,24500.0,14
C00334383,89080.26,106
C00334417,1309.94,5
C00334706,142454.95,114
C00335257,478.34,14
C00336743,22885.98,134
C00336834,286.0,7
C00337626,2785.06,24
C00337733,3031971.11,879
C00338020,134200.38,64
C00339085,204.2,4
C00339655,8506.81,40
C00340018,81.32,4
C00340075,15602.36,26
C00340356,9486.76,32
C00340364,3595.55,23
C00340455,1334.0,21
C00341396,49291726.67,2356
C00341602,263.54,1
C00341792,225.0,1
C00341800,1728.51,19
C00342022,9457.23,26
C00342394,168.0,4
C00342857,18314.41,111
C00342907,42429.93,51
C00343137,57855.9,154
C00343459,29136.4,24
C00343574,145555.63,185
C00343871,16617078.01,1522
C00343947,62620.03,39
C00344010,425.37,12
C00344051,120658.35,25
C00344234,7187673.14,760
C00344325,19641.44,70
C00344473,1848284.59,671
C00344531,7065.68,6
C00344648,411505.34,158
C00344671,23147.76,44
C00344697,407631.58,1252
C00344721,664.07,18
C00344770,1469.0,39
C00344788,11897.0,9
C00345058,99548.3,28
C00345132,57154.37,40
C00345199,34709.7,51
C00345496,18000.0,1
C00345546,1198656.86,719
C00345868,2296.54,21
C00345942,3448.26,14
C00346015,7770.25,14
C00346080,450.0,1
C00346239,17061.56,9
C00346296,2039.24,2
C00346312,21110164.25,1128
C00346361,2500.0,1
C00346403,7072.06,13
C00346619,6063.21,8
C00346726,2468.69,22
C00347195,230672.7,167
C00347260,3916.17,4
C00347476,16366.0,24
C00347492,206044.88,29
C00347591,21061.07,17
C00347955,3166.96,21
C00347989,221.76,1
C00348540,139396.88,34
C00348607,723180.38,354
C00348623,250.0,1
C00349217,519751.37,582
C00349233,449585.13,211
C00349373,2159.24,14
C00349506,941917.73,572
C00349902,9.66,6
C00350421,78136.93,69
C00350744,90.0,2
C00350991,165254.93,82
C00351015,700.0,2
C00351031,117610.39,83
C00351197,21517.6,72
C00351270,2663.08,22
C00351924,6480.0,13
C00352922,1280.0,15
C00353037,764.04,3
C00353144,866.06,4
C00353797,590.19,15
C00354332,28141.78,87
C00354548,4532.45,9
C00354605,20795.59,117
C00354688,1757961.78,938
C00355289,503449.05,2
C00355677,7132.79,147
C00356477,2758.77,9
C00357905,132860.02,55
C00358234,1672.78,8
C00358440,2805.85,14
C00358663,2381597.22,623
C00358812,28570.57,237
C00358903,1865.0,2
C00359034,1493531.83,426
C00359075,774.15,3
C00359380,1510.79,26
C00359463,1950.0,8
C00359539,43875.65,46
C00360354,5067.41,56
C00360362,163.19,6
C00361014,387.33,12
C00361139,70000.0,3
C00361253,3663.0,2
C00361410,98601.11,105
C00361485,29378.14,73
C00361758,1000.0,2
C00361956,141151.62,187
C00362178,22580.54,27
C00362236,26673.05,14
C00362624,37467.44,19
C00363317,103477.42,26
C00363648,296758.45,160
C00363770,21629.58,13
C00363838,3999.63,29
C00363879,11238.53,25
C00363986,14717.09,20
C00364109,2080.79,34
C00364133,42666.23,31
C00364158,20735.65,140
C00364174,6487.77,7
C00364323,3407.23,1
C00365270,266140.46,96
C00365502,2734.02,14
C00365536,7692266.78,2083
C00365551,2872.96,3
C00366559,62.0,2
C00366948,584726.7,398
C00367094,2204.43,3
C00367177,1012.78,18
C00367862,1572926.43,765
C00368332,12780.94,65
C00368522,731676.07,1134
C00368696,779622.13,275
C00368720,-109.99,3
C00369033,1145456.53,637
C00369090,412.75,3
C00369181,256563.38,305
C00369660,5527.22,6
C00369801,1815966.04,953
C00370007,379993.91,517
C00370056,2490826.7,485
C00370122,95305.69,161
C00370130,36021.35,23
C00370221,428562.91,1379
C00370569,221.6,1
C00370577,1136.07,15
C00370759,11197.32,4
C00370874,1244.79,1
C00371088,2615.64,21
C00371203,1105616.32,448
C00371302,6117196.34,3222
C00371948,553.02,2
C00372201,33477.33,56
C00372367,115.0,22
C00372532,1015171.47,1093
C00372722,4386.17,17
C00373001,954183.69,416
C00373050,111.65,4
C00373464,397075.64,120
C00373563,75823.19,37
C00373696,10610.17,35
C00373837,216.38,4
C00373910,1141.34,29
C00374058,628801.72,759
C00374066,2751.62,2
C00374231,21769.81,14
C00374363,576.53,13
C00374447,5106.59,24
C00375048,11761.12,91
C00375154,0.42,2
C00375279,1339.48,24
C00375360,20673.12,71
C00375584,512302.12,195
C00375691,618.0,1
C00376038,242576.14,109
C00376087,1363804.17,602
C00376343,12943.42,118
C00376376,-100.0,1
C00376582,2650.43,26
C00376665,504084.53,546
C00376673,1246391.96,531
C00376756,8764.96,8
C00376939,1218738.06,800
C00377002,21.45,3
C00377051,213.1,1
C00377143,110518.5,121
C00377168,1406.6,26
C00377598,200.0,2
C00377689,520624.0,231
C00378216,972.74,4
C00378356,558.05,4
C00378661,4464.63,8
C00378695,138215.36,59
C00378752,1750.0,4
C00378950,1500.0,1
C00379180,6624.48,22
C00379479,164209.79,45
C00379693,7000.0,7
C00379735,2135683.51,523
C00379768,16592.33,24
C00379974,2481.46,17
