spender_id,total_amount,total_count
C00449926,47000.0,1
C00452482,25350.0,3
C00453704,314431.66,139
C00454751,26114.4,3
C00455378,38020.0,7
C00455923,510503.8,335
C00461418,186806.34,59
C00469890,979033.21,20
C00473918,36775961.38,378
C00476978,5000.0,1
C00481200,17574.66,25
C00483693,3788608.64,1040
C00483883,21000.0,2
C00483891,15000.0,1
C00484253,454039.9,44
C00484642,229780587.08,530
C00486845,42332326.13,518
C00487363,79476088.91,158
C00487470,64926446.35,1721
C00487827,14153.4,5
C00488338,384528.0,15
C00488486,287540.0,25
C00488494,228300.0,13
C00488742,13406499.73,72
C00489252,39063.6,91
C00489625,16000.0,8
C00489799,11064660.12,947
C00489815,5735279.23,28
C00489856,6426770.07,74
C00490375,449272.0,13
C00490896,138000.0,8
C00492116,295735.22,6
C00492140,60570224.59,140
C00492520,27722.35,1
C00493221,314374.0,101
C00493262,4307656.98,34
C00495028,138764181.86,961
C00495861,138611492.26,945
C00499020,2649150.5,122
C00499988,131000.0,4
C00503870,98752.0,4
C00504530,142524137.41,1716
C00505792,579375.8,7
C00506105,131000.0,10
C00508440,2681113.02,138
C00509463,254090.84,81
C00509893,1891146.27,103
C00510701,145331.6,17
C00511915,1013025.0,18
C00512335,14914.67,54
C00513176,1086331.32,29
C00514125,254000.0,1
C00514224,27853.52,3
C00518779,363757.14,8
C00519363,67580.0,4
C00519413,80000.0,4
C00521013,323008.29,12
C00523241,546017.02,37
C00523498,51864.65,12
C00523589,489248.0,8
C00523621,3896117.25,112
C00524181,1041654.22,60
C00524454,100000.0,24
C00525899,413924.61,51
C00526673,2619265.69,69
C00527226,30032.31,9
C00528356,1025.93,1
C00528455,34669.78,5
C00528554,6043462.83,29
C00528893,53039.29,1
C00528950,100000.0,2
C00530758,120908.4,6
C00530766,14684210.07,860
C00531624,152998.7,12
C00531814,433457.64,36
C00532630,5500000.0,10
C00532705,55958103.55,179
C00536540,109788.0,1
C00536664,38365.0,17
C00540203,3324233.26,48
C00540443,2047341.25,10
C00540898,1017922.22,18
C00541433,362000.0,16
C00542217,7629405.95,6
C00544387,3340244.02,50
C00544551,790229.0,6
C00544767,15690771.14,449
C00545152,866053.04,8
C00547349,12580405.97,80
C00548461,4100.0,1
C00550566,204495.0,8
C00550970,496713.1,55
C00552851,3518264.63,2082
C00553560,248216.48,77
C00556274,127149.43,18
C00559906,6050228.08,91
C00562777,10130374.8,54
C00563254,29398.0,12
C00564013,4432332.89,15
C00564997,5000.0,1
C00566059,10357.0,3
C00566174,174068.74,16
C00566463,150000.0,9
C00567396,204995.3,5
C00568170,1496505.12,25
C00568444,3323624.43,28
C00568931,1721342.88,48
C00569582,132540.4,22
C00570226,1707000.0,98
C00570721,73759.02,26
C00571588,19777531.94,64
C00571703,293593913.41,1067
C00572792,35000.0,2
C00573261,14839418.96,392
C00573733,13721412.83,126
C00574178,23200.0,1
C00574533,3642807.4,22
C00574749,141655.3,11
C00575845,10278.78,3
C00580068,3833058.05,459
C00582700,36072.0,4
C00587022,35860.22,7
C00589507,326380.0,37
C00592303,381283.61,34
C00592337,89500.0,1
C00592808,759477.21,349
C00594507,31555.77,15
C00604496,38650.0,2
C00607374,1957346.49,119
C00608489,12016150.65,495
C00608943,1409800.0,90
C00609388,32236247.9,267
C00611202,14497.89,17
C00612820,1257175.4,22
C00612846,118529.39,132
C00613091,33125.0,1
C00613489,13100.58,7
C00616730,52000.0,1
C00616912,7962.0,8
C00617381,24999.72,6
C00620021,11250.0,2
C00620971,13332007.31,675
C00621755,1500.0,1
C00623371,215671.66,13
C00623413,1836488.0,26
C00623421,1432767.53,148
C00623595,66289.35,7
C00624056,188641.28,33
C00624718,162000.0,4
C00624817,374000.0,5
C00624890,128010.09,19
C00625533,3351036.94,44
C00625566,648366.02,38
C00625970,26028.94,5
C00626861,3481302.3,93
C00627141,776736.04,47
C00627240,379500.01,9
C00627372,4052699.2,441
C00628842,260000.0,11
C00629147,292680.36,22
C00629477,333351.03,7
C00630665,2270000.0,26
C00631481,5700.0,3
C00631903,285000.0,3
C00632398,133249.92,15
C00632562,385300.0,11
C00633248,11409662.86,148
C00634212,20000.0,4
C00635243,224145.23,43
C00635664,84094.85,22
C00636027,6807504.23,16
C00637512,133820069.12,295
C00637645,33000.0,2
C00638528,798201.23,40
C00638817,15000.0,1
C00640086,29142.44,2
C00640300,135789.21,129
C00646877,13496861.91,298
C00647966,96518.0,5
C00648717,177562.0,4
C00648808,258569.19,52
C00648899,8996.0,5
C00650168,350732.05,56
C00651091,145500.0,12
C00653386,200000.0,3
C00654764,393037.48,26
C00654814,23650.0,15
C00655886,1000.0,1
C00656306,35000.0,2
C00656314,353500.0,40
C00657866,8642533.37,153
C00658708,1550.0,4
C00658815,282000.0,11
C00659011,6518218.99,113
C00659219,264836.86,10
C00660746,11450.0,13
C00662072,273009.95,42
C00662148,31300.4,3
C00662221,6130641.65,95
C00663211,121893.9,54
C00666388,6622925.49,13
C00667790,82500.0,11
C00667865,260000.0,5
C00668178,12500.0,1
C00668301,17048918.6,69
C00668517,1904646.43,176
C00668905,1055402.33,25
C00669242,266520.59,5
C00669259,116308167.96,227
C00669325,74100.0,2
C00669960,31654.0,98
C00670265,1000.0,1
C00671685,37000.0,4
C00672394,5416131.35,209
C00672576,757019.3,8
C00674093,226121.17,7
C00674697,917916.05,462
C00676429,17000.0,1
C00676577,68000.0,1
C00676965,45409.47,2
C00678839,3089867.21,492
C00678995,2923989.03,78
C00679423,75000.0,1
C00680314,73882.2,13
C00680926,3700968.09,15
C00680983,149545.98,10
C00681015,216775.57,10
C00681023,776963.0,27
C00681221,669551.34,20
C00681825,543178.04,28
C00682633,7610.0,2
C00683599,8103186.11,92
C00683896,39000.0,6
C00684258,625516.44,54
C00684332,77993.14,4
C00684530,407367.08,186
C00684969,748825.8,222
C00685347,5500.0,1
C00685552,275000.0,8
C00685628,647743.85,16
C00685693,953037.1,350
C00685768,286467.23,19
C00685982,43500.0,6
C00686162,100000.0,1
C00686337,35000.0,2
C00686352,184426.0,10
C00686410,16669.98,11
C00686477,63996.28,32
C00686816,37512.0,4
C00686832,82549.02,32
C00687103,53537068.05,1479
C00687475,99014.15,70
C00687830,1318393.59,9
C00687848,141512.32,31
C00688069,227237.71,18
C00688200,220000.0,5
C00688226,6445.0,6
C00688432,31550.0,6
C00688655,21140233.21,112
C00688739,12211714.99,2699
C00689356,59100.34,10
C00690198,2600.0,5
C00690263,1391142.97,20
C00690776,16199.26,2
C00690800,6285.11,1
C00690867,27545.52,7
C00691329,18000.0,1
C00691725,14209.8,13
C00691949,98500.0,6
C00692129,552000.0,370
C00692319,2028124.62,51
C00692327,315960.0,1
C00692467,83885.14,15
C00692715,16252.16,1
C00693531,362389.81,27
C00693606,5028673.02,10
C00693838,894909.21,16
C00693861,62995.38,21
C00694448,41200.0,9
C00694539,27500.0,2
C00694695,260544.49,13
C00694943,67405.0,8
C00695528,1521543.25,6
C00695619,92310.17,39
C00696211,10950.0,1
C00696658,59188.9,5
C00697300,1780487.94,18
C00697862,24625.04,5
C00698126,10387507.0,21
C00698696,106547.89,23
C00698936,3293806.0,77
C00699801,140000.0,12
C00701060,64350.0,22
C00701797,135058.76,34
C00701805,153718.48,4
C00701821,3550404.16,2
C00701888,38571979.14,157
C00702324,42211.0,4
C00703082,581299.21,60
C00704593,36529.02,4
C00705038,11656.0,2
C00707398,65000.0,8
C00707844,9874359.31,112
C00708453,47034.0,9
C00708842,680300.0,8
C00709691,747649.63,63
C00710178,292283.04,10
C00710236,0.0,1
C00710616,20000.0,3
C00710848,5257736.86,109
C00711036,20.0,1
C00711861,10543.58,3
C00711986,87000.0,4
C00712109,200000.0,6
C00712497,212516.95,117
C00712539,426319.46,67
C00713057,600619.16,9
C00714113,10575.0,4
C00714394,1031357.77,19
C00715433,23000.0,2
C00717223,382484.9,6
C00717421,437380.0,11
C00717918,246404.49,7
C00718130,35000.0,1
C00718353,1419589.13,41
C00718510,207866.65,18
C00718593,259020.0,3
C00718841,676085.07,35
C00718916,14130.0,1
C00719641,26000.0,1
C00719708,476005.94,44
C00719799,33637.52,2
C00719872,22798.69,6
C00720029,17017.96,18
C00720227,806.19,1
C00720540,95017.0,5
C00720631,69510.76,6
C00720649,5000.0,1
C00721688,160962.0,45
C00721779,11500.0,1
C00721910,1853286.5,21
C00721969,152465.0,9
C00722025,66000.0,4
C00722306,21150.0,4
C00722371,233105.12,11
C00722413,488074.4,20
C00722447,43700.0,2
C00722835,61555.1,2
C00723023,100900.0,17
C00723098,1709836.0,27
C00723148,10367.73,16
C00724203,5459164.24,97
C00724559,70833.42,33
C00725317,11641924.0,29
C00725820,48951073.44,517
C00725994,28000.0,1
C00726208,936743.5,10
C00727008,56604.63,72
C00727065,16000.0,1
C00727230,567442.49,2
C00727552,35000000.0,2
C00727602,260221.3,30
C00728352,187054.08,156
C00728402,415247.26,59
C00728667,375000.0,2
C00728683,10220.59,7
C00730275,177909.11,15
C00730317,2367169.0,11
C00731372,997283.46,283
C00731794,1251995.0,11
C00731851,11000.0,1
C00732123,15509.01,9
C00732172,3033521.64,222
C00732180,69186.14,3
C00732354,12500.0,1
C00732388,11359.85,1
C00732578,650000.0,2
C00732917,71619.79,4
C00733097,132194.71,11
C00733261,75000.0,2
C00733352,345050.9,10
C00733402,651062.32,23
C00733766,2723043.0,27
C00733899,50000.0,2
C00733972,13578.4,3
C00734608,1400.0,2
C00734624,268000.0,9
C00734657,1593211.11,10
C00734848,8000.0,1
C00735100,19135.0,4
C00735571,138495.0,5
C00735670,879223.04,25
C00735696,115203.0,4
C00735829,255200.0,3
C00735894,100000.0,6
C00736009,858697.29,33
C00736041,333236.0,11
C00736157,82024.9,14
C00736637,1236856.63,90
C00736744,50000.0,1
C00736751,2928289.56,3
C00737171,316378.37,11
C00737197,4000.0,1
C00737361,342729.0,23
C00737411,1360418.83,53
C00737536,63294.0,5
C00737890,4518525.4,8
C00738039,1813085.72,129
C00738237,1136263.85,33
C00738674,1228351.0,23
C00738815,556004.86,107
C00738831,2702263.0,22
C00738906,12500.0,2
C00739110,14812211.0,6
C00739151,792500.0,5
C00739524,40719.68,1
C00739557,1069612.02,624
C00739565,224800.0,5
C00739771,683182.64,20
C00739904,11872.49,2
C00740092,22000.0,2
C00740126,15000.0,1
C00740225,3240920.55,32
C00740274,167706.18,13
C00740555,334472.6,30
C00740662,910100.0,3
C00740845,45618.02,12
C00741009,2493792.9,21
C00741322,350290.3,42
C00741348,2567757.84,10
C00741710,19452560.39,82
C00742080,339410.89,122
C00742130,132800.0,7
C00742205,89517.03,8
C00742296,325925.0,20
C00742494,13044665.95,31
C00742635,163751.18,81
C00742775,437322.6,106
C00742783,385547.06,26
C00742809,106812.5,5
C00742932,20186.0,4
C00743377,52174.0,14
C00743385,28000.0,1
C00743427,771933.1,41
C00743526,188407.58,11
C00743633,87414.33,11
C00743690,38504.34,2
C00743963,92983.17,3
C00743989,119349.15,19
C00744169,51795.0,3
C00744185,5344920.82,42
C00744557,222500.0,8
C00744714,2500.0,1
C00744789,1056086.5,17
C00744813,493838.4,18
C00744920,15327730.22,91
C00744961,30000.0,1
C00745174,23075.22,14
C00745299,12720.76,1
C00745315,202910.0,6
C00745448,29320.0,7
C00745471,65799.0,5
C00745521,148875.48,28
C00745539,27090.0,3
C00745588,272801.31,35
C00745695,69722.0,4
C00745745,4839266.69,100
C00746040,143938.93,25
C00746073,2522000.44,88
C00746107,830419.45,19
C00746289,158000.0,5
C00746297,160173.57,4
C00746487,1700000709.68,4
C00746560,878609.28,21
C00746628,880006.93,8
C00746677,6390.63,1
C00746792,532621.14,11
C00746867,50685.33,2
C00747071,188642.0,26
C00747097,577168.77,17
C00747121,102298.42,21
C00747170,10000.0,2
C00747501,118472.0,2
C00747600,3620117.4,31
C00747725,660837.66,23
C00747923,2177.0,1
C00747931,168919.92,4
C00747980,31205.23,2
C00747998,1013981.74,13
C00748061,137363.99,49
C00748228,515586.94,28
C00748301,118874.26,8
C00748475,1597107.9,22
C00748483,4000.0,1
C00748582,1044511.46,223
C00748756,1464227.1,5
C00748798,763321.24,13
C00748830,404479.88,6
C00748913,141775.0,2
C00749044,39731.5,3
C00749085,594991.5,6
C00749101,40404.04,42
C00749127,50000.0,6
C00749143,1200000.0,12
C00749341,44652.12,2
C00749358,19370.0,11
C00749424,22154.0,9
C00749671,5853386.21,206
C00749697,22672.09,4
C00750174,15059753.88,47
C00750182,4412264.21,83
C00750224,21589.26,47
C00750323,20787074.18,55
C00750414,30000.0,1
C00750430,56175.0,3
C00750497,298687.38,33
C00750505,1326115.0,7
C00750513,2000.0,1
C00750786,64705.68,2
C00751016,34301.68,8
C00751248,39219.73,36
C00751420,9584028.69,72
C00751438,198800.0,7
C00751461,5298535.53,20
C00751495,33725.0,2
C00751503,4126115.56,24
C00751768,2204465.2,21
C00751792,142599.5,6
C00752089,59600.63,27
C00752147,335122.0,5
C00752154,10812.0,1
C00752378,2034600.0,21
C00752428,24000.0,1
C00752469,206000.0,104
C00752501,2778.0,1
C00752576,300883.05,17
C00752691,1882656.63,97
C00752808,52221.14,13
C00753251,14500.0,4
C00753277,1374925.13,57
C00753293,147603.87,16
C00753459,35442.65,25
C00753491,317540.69,8
C00753640,213237.47,33
C00753673,5278.0,1
C00753699,30280.2,18
C00753749,70650.0,8
C00753772,103000.0,2
C00753830,5320.0,4
C00753897,263255.0,2
C00753921,34497.05,6
C00754002,69786.45,2
C00754051,11148641.55,396
C00754069,147556.23,27
C00754168,1838356.54,12
C00754192,6922.25,31
C00754218,2926.42,5
C00754242,29564.03,35
C00754408,180750.0,8
C00754671,707261.03,859
C00754705,379000.0,4
C00754754,173025.91,22
C00755132,161433.4,5
C00755348,64366.0,4
C00755363,215459.93,205
C00755629,76951.2,9
C00755678,320135.7,108
C00755942,421886.3,20
C00756056,49301.33,19
C00756098,4868.75,10
C00756163,185000.0,3
C00756254,245564.61,43
C00756270,42852.92,2
C00756569,3147199.91,7458
C00756635,1082579.32,24
C00756643,67150.0,14
C00756858,12224.75,2
C00756882,102990138.91,25
C00756940,988269.03,37
C00756973,111879.0,7
C00756999,11500.0,3
C00757005,46086.65,3
C00757138,16500.0,1
C00757179,286915.92,15
C00757187,55427.72,27
C00757294,2087283.13,26
C00757427,159640.05,18
C00757740,13050.0,1
C00757864,31627.51,12
C00757963,52487.76,14
C00758011,852289.55,60
C00758086,60785.23,20
C00758136,2000.0,1
C00758292,20180.0,12
C00758417,1550.0,4
C00758441,8311.74,12
C00758466,75000.0,2
C00758482,10305.34,6
C00758607,2600.0,1
C00758664,109523.9,3
C00758789,419375.0,28
C00759076,4500.0,1
C00759134,33600.0,81
C00759159,538655.69,15
C00759175,207547.55,4
C00759316,240087.86,5
C00759324,10000.0,1
C00759381,29540.6,4
C00759449,3720.0,4
C00759456,58151.12,13
C00759597,1542916.93,311
C00759670,22325.22,28
C00759779,71587.9,3
C00759787,1125.0,1
C00759811,600.0,1
C00759860,35000.0,1
C00759878,83271.8,7
C00759910,62200.0,1
C00760041,3334.2,2
C00760116,566178.36,11
C00760124,6387325.0,38
C00760132,6296.13,1
C00760330,6946788.5,26
C00760454,5407.76,20
C00760488,718666.91,9
C00760504,3837717.36,26
C00760538,333105.0,8
C00760546,142699.0,7
C00760553,28661.56,3
C00760579,326466.0,8
C00760678,911875.0,15
C00760686,331260.0,4
C00760728,150851.0,12
C00760736,34706.8,16
C00760801,816086.9,16
C00760835,74000.0,2
C00760868,23040.0,2
C00760892,24000.0,1
C00760959,38408.0,2
C00761064,10000.0,1
C00761072,100598.98,11
C00761106,1491708.1,51
C00761189,3460.0,1
C00761254,1654.55,2
C00761338,55186.72,2
C00761452,116482.0,4
C00761494,1051633.11,6
C00761569,5000.0,1
C00761585,31534.93,8
C00761742,13950.0,1
C00761833,20897.61,1
C00762377,37845512.06,30
C00762419,50000.0,4
C00762617,40000.0,2
C00762633,25000.0,4
C00762658,983210.44,114
C00762815,68300.0,12
C00762872,578200.0,30
C00763185,15789156.79,29
C00763193,19240421.34,30
C00763409,2750.0,4
C00763433,65223.51,6
C00763474,90416.82,4
C00763698,34218.34,87
C00763730,1099738.94,20
C00763870,404000.0,4
C00763920,21560.0,4
C00764522,1818904.0,26
C00764779,2575000.0,10
C00764936,251500.0,4
C00793695,10000.0,1
C90004185,1394977.6,59
C90009143,29978.0,1
C90009317,533821.74,4
C90009358,453445.99,86
C90010620,2247179.01,22
C90011115,803350.04,24
C90011156,6031345.49,243
C90011172,11398988.03,139
C90011438,129715.16,24
C90011685,18986.04,15
C90011693,1051878.57,116
C90011800,875517.25,29
C90011826,218746.41,463
C90011883,6667.0,2
C90011891,155769.91,1161
C90011974,145790.97,2
C90012071,1279748.36,44
C90012402,15557.72,4
C90012691,56020.56,12
C90013103,3683.56,2
C90013376,570984.16,49
C90013707,210668.77,4
C90013897,145815.01,27
C90013947,38616.76,11
C90014069,403859.24,7
C90014184,123023.34,28
C90014580,1155.6,1
C90014838,500000.0,18
C90014895,345479.52,5
C90015140,1500083.71,79
C90015215,177820.5,5
C90015322,31340.0,4
C90015413,67479.08,446
C90015868,30129.55,29
C90016023,521177.02,38
C90016072,293896.47,91
C90016098,3972409.78,26
C90016106,211779.15,8
C90016437,95224.83,4
C90016510,54879.7,16
C90016551,72186.78,196
C90016577,18000.0,3
C90016627,253305.18,2681
C90016783,250000.0,5
C90016833,101527.64,20
C90016973,27405.7,26
C90016999,2300.0,1
C90017039,147427.1,3
C90017088,1590685.94,10
C90017443,398092.36,31
C90017492,58.65,2
C90017542,520.0,1
C90017740,381914.17,49
C90017757,7667.72,14
C90017815,5800.0,1
C90017864,150000.0,1
C90017898,164274.23,384
C90017955,224954.19,32
C90017963,50537.92,76
C90017971,155841.73,12
C90017997,4537593.75,48
C90018011,52457.15,25
C90018094,300.4,3
C90018169,1171363.94,17
C90018177,879793.49,85
C90018193,1595260.57,38
C90018227,107847.88,5
C90018235,3000.0,1
C90018243,50728.62,371
C90018250,231000.0,3
C90018300,316806.0,4
C90018367,914104.52,10
C90018383,75576.13,190
C90018391,11226.75,9
C90018409,74308.93,18
C90018417,3004.28,3
C90018433,8484.0,2
C90018441,57151.48,1
C90018490,5916.33,2
C90018524,1266892.92,23
C90018540,30000.0,1
C90018573,121712.94,748
C90018680,435.01,2
C90018698,74287.5,15
C90018714,12194.35,28
C90018730,152828.41,12
C90018763,1062567.23,10
C90018771,2750.95,2
C90018813,2550.0,1
C90018854,108484.0,8
C90018904,7501156.53,994
C90018995,617.57,13
C90019076,83908.0,4
C90019126,11764.7,3
C90019142,15900.0,1
C90019167,4998.0,1
C90019175,4819713.56,11
C90019183,17305.05,290
C90019209,43310.06,32
C90019217,1828.04,1
C90019225,7298.08,6
C90019233,3467.59,2
C90019241,10000.0,1
C90019258,245022.34,21
C90019282,5750.0,2
C90019290,78.0,1
C90019316,15619710.27,1098
C90019324,418750.0,5
C90019332,547075.2,11
C90019340,51758.18,11
C90019357,15396.97,168
C90019373,40900.0,3
C90019381,492706.0,4
C90019407,415000.0,4
C90019431,18513.0,2
C90019456,70000.0,2
C90019472,510074.38,40
C90019498,4514212.0,8
C90019506,10000.0,1
C90019514,85105.78,31
C90019522,115700.2,13
C90019530,661551.71,87
C90019555,67049.0,8
C90019563,531982.0,5
C90019589,1368095.58,14
C90019597,1430122.95,73
C90019605,248701.0,105
C90019613,1123674.51,40
C90019621,1448500.0,5
C90019639,27870.0,1
C90019647,22311.75,3
C90019654,20828.7,3
C90019662,337000.0,5
C90019670,1065164.0,87
C90019688,13416.29,12
C90019696,26000.0,4
C90019704,233589.81,3
C90019712,51793.02,17
C90019779,67735.64,37
C90019811,1045520.0,3
C90019829,36992.0,3
C90019837,23137.03,2
C90019845,231198.16,4
C90019860,123494.91,11
C90019878,532930.17,69
C90019886,4500.0,37
C90019902,55624.28,4
C90019910,23164.49,5
C90019936,30000.0,1
C90019951,60650.0,21
C90019969,188365.68,5
C90019993,102143.79,24
C90020033,8277.12,10
C90020041,370190.05,15
C90020058,28872.97,16
C90020066,97997.46,66
C90020082,81636.45,40
C90020090,30601.66,9
C90020108,1621.72,2
C90020116,3450.35,68
C90020124,17596.5,27
C90020140,22946.0,52
C90020157,15021.6,24
C90020165,16225.0,16
C90020173,1500.0,1
C90020181,37480.96,2
C90020199,209227.26,164
C90020207,49480.78,499
C90020215,3467.0,1
C90020231,132779.75,24
C90020264,291692.23,449
C90020272,114302.96,2
C90020280,187520.0,1
C90020298,70483.7,4
C90020306,18920.0,279
C90020314,16836.24,1
C90020322,1669.18,6
C90020348,43250.0,5
C90020363,24209.6,72
C90020389,14515.3,17
C90020421,58000.0,8
C90020447,9000.0,2
C90020454,19848.4,12
C90020462,2446.47,52
C90020470,2400.0,3
C90020488,2298.81,2
C90020496,3201114.44,45
C90020504,235687.32,3
C90020652,14500.0,2
C90020660,31935.0,26
C90020678,1063.25,1
C90020686,2500.0,1
C90020694,36152.0,4
C90020702,2215.16,4
C90020710,3386.7,2
C90020744,33400.0,1
C90020793,1060.41,4
C90020801,1134.19,16
C90020819,8296.47,3
C90020843,250000.0,2
C90020850,66260.0,6
C90020868,74226.3,1
C90020876,103881.52,24
C90020884,881373.95,21
C90020900,70286.0,4
C90020918,34075.0,2
C90020926,100000.0,3
C90021130,160902.66,24
